"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",1,"Aïn-Yacoub","Municipality","Municipality",NA,"Ain Yaaqoub"
2,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",2,"Aïn El-Zeit","Municipality","Municipality",NA,"Ain Ez Zeit"
3,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",3,"Aïn Tanta","Municipality","Municipality",NA,"Fsayqn-Ain Achma-Ain Tinta"
4,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",4,"Aaouainat","Municipality","Municipality",NA,"Aaouaainat"
5,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",5,"Aidamoun shikhlar","Municipality","Municipality",NA,"Machta Hammoud"
6,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",6,"Akkar El-Atika","Municipality","Municipality",NA,"Aakkar El Atiqa"
7,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",7,"Akroum","Municipality","Municipality",NA,NA
8,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",8,"Al-Abboudié","Municipality","Municipality",NA,"Aabboudiyeh"
9,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",9,"Al-Amara","Municipality","Municipality",NA,NA
10,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",10,"Al-Hissa","Municipality","Municipality",NA,"Hayssa"
11,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",11,"Al-Jédidé","Municipality","Municipality",NA,"Jdidet Ej Joumeh"
12,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",12,"Al-Kharnoubé","Municipality","Municipality",NA,NA
13,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",13,"Al-Khraibé (Kousha)","Municipality","Municipality",NA,"Kousha"
14,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",14,"Al-Khraibé","Municipality","Municipality",NA,"Khreibet Ej Jindi"
15,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",15,"Al-Kleiat","Municipality","Municipality",NA,"Qleiaat Aakar"
16,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",16,"Al-Kneissé","Municipality","Municipality",NA,NA
17,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",17,"Al-Massoudié","Municipality","Municipality",NA,"Massaaoudiyeh"
18,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",18,"Al-Mehamra","Municipality","Municipality",NA,"Al Mehamra"
19,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",19,"Al-Moukaiteh","Municipality","Municipality",NA,"Almoukaiteh"
20,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",20,"Al-Mouzeihmé","Municipality","Municipality",NA,NA
21,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",21,"Al-Rihanié","Municipality","Municipality",NA,"Rihaniyeh"
22,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",22,"Al-Roumoul","Municipality","Municipality",NA,NA
23,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",23,"Al-Sammounié","Municipality","Municipality",NA,NA
24,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",24,"Al-Semmakié","Municipality","Municipality",NA,NA
25,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",25,"Al-Semmakli","Municipality","Municipality",NA,NA
26,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",26,"Al-Souaissé","Municipality","Municipality",NA,"Souaisset Aakkar"
27,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",27,"Al-Zoureiribe","Municipality","Municipality",NA,"Zouarib"
28,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",28,"Al Moghrak","Municipality","Municipality",NA,NA
29,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",29,"Andeket","Municipality","Municipality",NA,"Aandqet"
30,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",30,"Arida","Municipality","Municipality",NA,NA
31,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",31,"Arka","Municipality","Municipality",NA,"Aarqa"
32,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",32,"Barbara","Municipality","Municipality",NA,NA
33,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",33,"Barcha","Municipality","Municipality",NA,NA
34,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",34,"Bazbina","Municipality","Municipality",NA,"Bezbina"
35,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",35,"Bebnine","Municipality","Municipality",NA,NA
36,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",36,"Beino","Municipality","Municipality",NA,"Beino-Qboula"
37,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",37,"Beit-El-Haouche","Municipality","Municipality",NA,NA
38,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",38,"Beit-Ghattas","Municipality","Municipality",NA,"Karm Aasfour-Beit Ghattas"
39,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",39,"Beit Ayoub","Municipality","Municipality",NA,NA
40,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",40,"Beit Mallat","Municipality","Municipality",NA,"Beit Mellat"
41,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",41,"Beit Younes","Municipality","Municipality",NA,NA
42,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",42,"Berkayel","Municipality","Municipality",NA,NA
43,125,"LBN","Lebanon",1,"Akkar",1,"Akkar",43,"Bkarzala","Municipality","Municipality",NA,"Bqerzla"
