RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	-2253508	-3110712	2.6	34.833333	2:36:00N	34:50:00E	36NYH0383087528	NA36-08	L	AREA		KE	00			UG	N				LODOOT	Lodoot	Lodoot	LODOOT	Lodoot	Lodoot		1994-03-22	1,2,3,4,5				1993-09-01		
3	11924223	14592061	3.868299	33.071015	3:52:06N	33:04:16E	36NWK0788427570	NA36-03	L	LCTY		OD	02			UG	D				KALABONG	Kalabong	Kalabong	KALABONG	Kalabong	Kalabong		2014-01-03	1,2	1			2014-01-03		
3	-1730686	-2425536	1.566667	34.4	1:34:00N	34:24:00E	36NXG5574373216	NA36-11	L	LCTY		UG	00				N				KOPENEK	Kopenek	Kopenek	KOPENEK	Kopenek	Kopenek		1993-12-28	1,2,3,4,5	1			1993-09-01		
3	-1725737	-2419595	3.8	32.55	3:48:00N	32:33:00E	36NVK5003520033	NA36-02	L	TRB		UG	00				N				ACHOLI	Acholi	Acholi	ACHOLI	Acholi	Acholi		1993-12-28	1,2,3,4,5	1			1993-09-01		
3	-1732456	-2427751	1.721464	32.331479	1:43:17N	32:19:53E	36NVG2564290287	NA36-10	L	RESF		UG	99				N				MUHALUZI	Muhaluzi	Muhaluzi	MUHALUZI	Muhaluzi	Muhaluzi		2012-01-06	1,2,3,4,5	1			1993-09-01		
3	-1732347	-2427622	1.945204	32.139863	1:56:43N	32:08:24E	36NVH0433915029	NA36-10	L	LCTY		UG	F7				N				MPOBO	Mpobo	Mpobo	MPOBO	Mpobo	Mpobo		2012-01-06	1,2,3,4,5	1			1993-09-01		
3	11397405	13432511	3.458062	32.060205	3:27:29N	32:03:37E	36NUJ9560982276	NA36-02	L	LCTY		UG	B9				N				BIBIA	Bibia	Bibia	BIBIA	Bibia	Bibia		2012-01-09	1,2	1			2012-01-09		
3	11397403	13432509	3.459167	32.048241	3:27:33N	32:02:54E	36NUJ9428082400	NA36-02	L	LCTY		UG	98				N				CHINYAKWA	Chinyakwa	Chinyakwa	CHINYAKWA	Chinyakwa	Chinyakwa		2012-01-09	1,2	1			2012-01-09		
3	11397402	13432508	3.430298	32.014821	3:25:49N	32:00:53E	36NUJ9056479212	NA36-02	L	LCTY		UG	98				N				MGBWILI	Mgbwili	Mgbwili	MGBWILI	Mgbwili	Mgbwili		2012-01-09	1,2	1			2012-01-09		
3	11397400	13432504	3.489921	32.018592	3:29:24N	32:01:07E	36NUJ9099085803	NA36-02	L	LCTY		UG	98				N				ARINYAPI	Arinyapi	Arinyapi	ARINYAPI	Arinyapi	Arinyapi		2012-01-09	1,2	1			2012-01-09		
3	11397401	13432507	3.471911	32.035562	3:28:19N	32:02:08E	36NUJ9287383810	NA36-02	L	LCTY		UG	98				N				OLOBOO	Oloboo	Oloboo	OLOBOO	Oloboo	Oloboo		2012-01-09	1,2	1			2012-01-09		
3	11397404	13432510	3.444928	32.045836	3:26:42N	32:02:45E	36NUJ9401180826	NA36-02	L	LCTY		UG	98				N				ELEMA	Elema	Elema	ELEMA	Elema	Elema		2012-01-09	1,2	1			2012-01-09		
