RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	-1726897	-2421023	-1.202778	30.124167	1:12:10S	30:07:27E	36MSD7992766888	SA36-05	P	PPL		UG	34				N				BUKINDA	Bukinda	Bukinda	BUKINDA	Bukinda	Bukinda		2003-02-12	1,2,3,4,5,6,7	1			2003-02-12		
3	-1726885	-2421010	-.442222	31.769722	0:26:32S	31:46:11E	36MUE6309451110	SA36-02	P	PPL		UG	71				N				BUKERI	Bukeri	Bukeri	BUKERI	Bukeri	Bukeri		2003-02-12	1,2,3,4,5,6,7	1			2003-02-12		
3	-1728643	-2423107	.508333	33.287778	0:30:30N	33:17:16E	36NWF3202156187	NA36-15	P	PPL		UG	33				N				KAKIRA	Kakira	Kakira	KAKIRA	Kakira	Kakira		2003-10-30	1,2,3,4,5,6,7,8,9	1			2003-10-30		
1	-1732667	9197834	-.958056	31.393889	0:57:29S	31:23:38E	36MUD2128194064	SA36-01	P	PPL		UG	61				V				MUCUKULA	Mucukula	Mucukula	MUCUKULA	Mucukula	Mucukula		2003-10-30	1,2,3,4,5,6,7,8,9				2003-10-30		
3	-1732667	-2427999	-.958056	31.393889	0:57:29S	31:23:38E	36MUD2128194064	SA36-01	P	PPL		UG	61				N				MUTUKULA	Mutukula	Mutukula	MUTUKULA	Mutukula	Mutukula		2003-10-30	1,2,3,4,5,6,7,8,9	1			2003-10-30		
3	-1732662	-2427994	-.516667	31.666667	0:31:00S	31:40:00E	36MUE5162642877	SA36-02	P	PPL		UG	00				N				MUTONDO	Mutondo	Mutondo	MUTONDO	Mutondo	Mutondo		1993-12-28	1,2,3,4,5	1			1993-09-01		
3	-1731047	-2425967	.813889	32.879722	0:48:50N	32:52:47E	36NVF8661789959	NA36-14	P	PPL		UG	83				N				KYERIMA	Kyerima	Kyerima	KYERIMA	Kyerima	Kyerima		2003-10-30	1,2,3,4,5,6,7,8,9	1			2003-10-30		
3	-1729375	-2424007	-1.0925	30.118889	1:05:33S	30:07:08E	36MSD7932679092	SA36-05	P	PPL		UG	59				N				KATALE	Katale	Katale	KATALE	Katale	Katale		2003-02-12	1,2,3,4,5,6,7	1			2003-02-12		
3	-1729374	-2424006	.772222	32.225	0:46:20N	32:13:30E	36NVF1376785362	NA36-14	P	PPL		UG	42				N				KATALE	Katale	Katale	KATALE	Katale	Katale		2003-10-30	1,2,3,4,5,6,7,8,9	1			2003-10-30		
3	-1731761	-2426896	1.042222	30.890278	1:02:32N	30:53:25E	36NTG6522615276	NA36-09	P	PPL		UG	41				N				MABALE	Mabale	Mabale	MABALE	Mabale	Mabale		2003-10-30	1,2,3,4,5,6,7,8,9	1			2003-10-30		
3	-1729267	-2423878	-1.431389	29.873611	1:25:53S	29:52:25E	35MRU1979741588	SA35-08	P	PPL		UG	34				N				KASHASHA	Kashasha	Kashasha	KASHASHA	Kashasha	Kashasha		2003-10-30	1,2,3,4,5,6,7,8,9	1			2003-10-30		
3	-1732631	-2427958	-1.178611	29.682778	1:10:43S	29:40:58E	35MQU9857369584	SA35-08	P	PPL		UG	43				N				MUSHONGERO	Mushongero	Mushongero	MUSHONGERO	Mushongero	Mushongero		2003-02-12	1,2,3,4,5,6,7	1			2003-02-12		
3	-1730915	-2425815	-.5075	31.711667	0:30:27S	31:42:42E	36MUE5663443892	SA36-02	P	PPL		UG	71				N				KYANAMUKAKA	Kyanamukaka	Kyanamukaka	KYANAMUKAKA	Kyanamukaka	Kyanamukaka		2003-02-12	1,2,3,4,5,6,7	1			2003-02-12		
