"2012-05-20,""None"",""Floods"",""Kenyenya Kisii"",3,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""E.o.c Received Information Update Over The 20th May 2012 Floods At Kenyenya Kisii That 3 Bodies Were Recovered. Recovery Process Was Done By Krcs And The Community."",""Kenya"",0,0,NA,NA,""Kisii""";;;;
"2012-05-23,""None"",""Floods"",""Tana Delta"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Flash Flood Reported In The Tana Delta, Mikameni Village And Its Environs (Including Garsen) After River Tana Burst Its Bank And The Affected Have Been Settled In 19 Camps. A Total Of 8 Camps (1047 Households) Were Reached On 23rd May 2012. About 8 More Camps To Be Visited On 24th May 2012. In Total, 17 Camps (1987 Households) Confirmed Yet To Receive Nfi?S. Only One Camp Of 48 Households Has Received Nfi?S. Assessment Will Continue On 24th May 2012 With Dispatch Of Nfi?S"",""Kenya"",0,0,NA,""Garsen"",NA";;;;
"2012-05-20,""None"",""Floods"",""Kwa Rhoda, Nakuru"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""After Heavy Rain At Kwa Rhoda Area Near Heshima Primary School In Nakuru Floods Have Been Reported At The Area. Krcs Nakuru Teams Are Carrying Out Rapid Needs Assessment."",""Kenya"",0,0,""Kwa"",NA,""Nakuru""";;;;
"2013-04-15,""None"",""Floods"",""Gafarsa Town"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 0012hrs, Eoc Received Information That River Ewaso Nyiro River Had Burst Its Banks And Flooded Gafarsa Town. The Local People Were Using Spades To Build Dykes. Assessment To Be Conducted By Krcs Volunteers Early On Monday."",""Kenya"",0,0,""Nyiro"",NA,NA";;;;
"2012-06-06,""None"",""Floods"",""Tana Delta"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Floods In Tana Delta"",""Kenya"",0,0,NA,NA,NA";;;;
"2015-04-11,""None"",""Floods"",""Sarmach West Pokot"",0,0,0,""0"",0,""58"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Floods Incident Reported By Velma (Krcs West Pokot) Which Occurred On 8th April 2015 At Sarmach Sub-Location Porkoyu Village, Following Heavy Downpour. 58hh Were Affected, 21 Of Them Fully Damaged. 359 People Were Displaced";" 4 Acres Of Maize Destroyed While 11 Calf’s, 6 Sheep And 15 Goat Kids Swept Away. Boreholes, Water Pipes And 2 Latrines Damaged. This Is After An Assessment Was Conducted By Krcs West Pokot. (Brief: 58hh, 32animanls, 359people, 2latrines)"",""Kenya"",0,0,NA,""West Pokot"",""West Pokot""";;;
"2015-05-13,""None"",""Floods"",""Prison Quarters Near Woodley"",0,0,0,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Silvia (0722384602) Reported Floods In Prison Quarters Near Togo Woodley At 2200hrs And That Several Houses Were Submerged In The Estate Due To The Heavy Down Pour, Residents Were Reported To Have Spent The Night On The Roof Tops."",""Kenya"",0,0,NA,NA,NA";;;;
"2012-06-09,""None"",""Floods"",""Kajiado"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Flash Floods Were Reported From Kajiado After Heavy Rains Were Experienced In Athi River Kitengela And The Surrounding Area At 1500hrs Sweeping Off A Section Of Cs4 Road Hindering The Ongoing Safari Rally. No Casualties Were Reported."",""Kenya"",0,0,""Athi"",""Athi River"",""Kajiado""";;;;
"2012-06-26,""None"",""Floods"",""Kaptembwo Slums Nakuru"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""A Flood Alert Was Raised Via Twitter By An Ivolunteer At 1739hrs. E.o.c Contacted The Kenya Red Cross Society Nakuru Branch Coordinator Who After Sending A Team To The Field Confirmed That There Had Been Water Overflowing Into Several Houses. The Water Caused A Toilet To Collapse. Luckily No Injuries Were Reported From The Incident."",""Kenya"",0,0,NA,NA,""Nakuru""";;;;
"2013-04-01,""None"",""Floods"",""Kitui"",0,0,1,""0"",5,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""A Flood Effect That Occurred At River Tiva Within Machakos/Kitui Road On 28th March 2013 Where Two Lorries While Ferrying Sand In The River, Were Swept Away With Six People. Five Of Them Were Rescued But One Went Missing Then, Search And Rescue Activity Is Being Coordinated By Krcs Kitui."",""Kenya"",0,0,NA,""Machakos"",""Machakos""";;;;
"2014-03-17,""None"",""Floods"",""Dadaab Refugee Camp"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Heavy Rains Were Reported In Dadaab On The Night Of Sunday (16th March 2014), Causing Flooding In The Area. Following A Rapid Assessment In Ifo 2 Camp Conducted By Krcs Staff, It Was Established That Several Tents Had Been Damaged By The Flood Waters. The Cases Were Referred To Agencies In Charge Of Shelter.  The Road Network In The Area Has Not Been Damaged By The Heavy Rains. More Rains Are Expected In The Coming Days With A Possibility Of More Flooding And Damage To Key Infrastructure. Krcs Response Teams Are Monitoring And Will Continually Update."",""Kenya"",0,0,""Dadaab"",""Dadaab"",NA";;;;
"2014-11-03,""None"",""Floods"",""Nyankore, Migori"",1,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""A Male Nursing Officer Attached To Nyanguge Dispensary In Kuria West Sub County Migori County Was Reported To Have Been Swept Away While Crossing R. Nyankore With A Motorbike At 1900hrs After Heavy Rain. Krcs Migori To Dispatch And  They Managed To Recover The Body"",""Kenya"",0,0,NA,""Kuria West"",""Migori""";;;;
"2012-07-31,""None"",""Floods"",""Samburu"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 1910hrs Krcs Samburu Branch Reported To Eoc An Alert On Floods After Loosuk, Lolkunono, Lesidai And Loiborkare Schools Submerged And A Vehicle Swept Away. Instantaneous Assessment Was Done By The Branch And A Report Will Be Out By 1st August 2012."",""Kenya"",0,0,""Loosuk"",NA,""Samburu""";;;;
"2015-11-30,""None"",""Floods"",""Nyatike Migori."",0,0,0,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 1129hrs Roche (Krcs County Manager) Reported Flooding Incident Due To The Heavy Rainfall Been Witnessed In The Last 3 Days In Nyatike Sub-County In Migori County.  Krcs Have Established 2 Evacuation Centres In Nyora And Kabuto Areas Respectively. They Are Currently Doing House Registration To See How To Assist The Affected Families."",""Kenya"",0,0,NA,""Nyatike"",""Migori""";;;;
"2015-04-05,""None"",""Floods"",""Kavuthu, Makueni"",0,0,0,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Dr. Maundu (0722884105) Alerted E.o.c About A Flash Flood That Affected Kavuthu In Makueni County At 2032hrs, Krcs Makueni County Manager Was Informed And Has Sent A Team To Carry Out Assessment And Will Update E.o.c During The Day."",""Kenya"",0,0,NA,""Makueni"",""Makueni""";;;;
"2015-04-19,""None"",""Floods"",""Bula Medina Garissa"",2,0,0,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 1700hrs Jillo Krcs Garissa Branch Reported That Two Bodies Were Retrieved From Flooded Seasonal Stream At Bula Medina, Garissa County. The 2 Boys Drowned This Morning While Playing On The Watercourse Following Heavy Rains In The Area.( Brief 2 Fatalities)"",""Kenya"",0,0,NA,""Garissa"",""Garissa""";;;;
"2015-11-18,""None"",""Floods"",""Kaloleni"",1,0,0,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""A Drowning Incident Was Reported In Kaloleni Village In Voi Sub-County Where A 7-Year Old Boy Slipped And Fell Into A Fishpond Yesterday Evening (18th Nov). The Body Was Retrieved Early Morning Today And Taken To The Moi Hospital Mortuary By Rescue Teams From The Community, The Police And Krcs. In Another Incident, Transport Was Disrupted In Taru Along Nairobi –Mombasa Highway Due To Heavy Rainfall That Rendered The Roads Impassable In Some Roads. Officers From The Traffic Department Were Deployed Helping To Ease Traffic Along The Highway. (Brief: 1 Fatality)"",""Kenya"",0,0,""Kaloleni"",""Kaloleni"",""Nairobi""";;;;
"2013-04-08,""None"",""Floods"",""Kiserian"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 0143hrs Stephen Mwangi (0723990967) Reported Three Homesteads That Were Covered By Waters At Kiserian After A Dam Burst Its Banks After Heavy Down Pour Of Rains. Eoc Advised The Community To Move To High Grounds And Reported The Incident To The Red Cross Regional Office."",""Kenya"",0,0,NA,NA,NA";;;;
"2014-03-26,""None"",""Floods"",""Homabay"",3,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 1030hrs, Eoc Received Reports Of A Drowning Incident In Homabay. A Boat Ferrying Three Fishermen Capsized At A Confluence Between Two Rivers (River Migori And River Kuja) In Migori. Krcs Homabay Branch Deployed Response Teams To Lead Search And Rescue Efforts. Two Bodies Were Recovered With One Still Missing. Rescue Efforts Were Suspended Due To Rising Water Levels Caused By Heavy Downpour Upstream And Will Resume Tomorrow Morning To Recover The 1 Body Still Missing."",""Kenya"",0,0,NA,NA,""Migori""";;;;
"2014-03-24,""None"",""Floods"",""Homabay And Kisumu"",0,0,0,""0"",0,""5"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""On The Night Of 24th March 2014, Heavy Rains Were Reported In West Kenya Region Mainly Kisumu And Homabay. The Heavy Rains Accompanied By Strong Winds Continued For About 3hours Causing Damage To About 5 Houses In Kondele And Nyalenda In Kisumu. The Winds Blew Off Lose Roofs From The Five Houses Thereby Causing The Families To Seek Alternative Shelter During The Night. A Quick Assessment By The Krcs Established That There Was No Major Damage Caused By The Rains And That Repair To The Damaged Houses Was Ongoing. More Rains Are Expected In The Area In The Coming Days With A Likelihood Of Flooding Should The Rains Persist Over The Next 1 Week."",""Kenya"",0,0,""Kondele"",NA,""Kisumu""";;;;
"2012-10-13,""None"",""Floods"",""Dadaab"",0,0,0,""0"",0,""940"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Daadab Refugee Camp Was Hit By Heavy Rains And The Entire Region Of Dadaab Refugees Camp Damaging Tents And Flooding Roads. At Least 940hh With 5,640 Families Were Affected, The Krcs Camp Management Carried Out A Rapid Assessment To Identify The Extent Of The Damages.  Krcs In Partnership With The Unhcr Have Already Distributed 470. Some Of The Blocks That Have Been Affected In The Ifo2 Refugee Camp Include Block K, F, D, Q, N And M."",""Kenya"",0,0,""Dadaab"",""Dadaab"",NA";;;;
"2012-10-14,""None"",""Floods"",""Igembe South"",2,0,0,""0"",0,""1"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Due To Floods 2 People Died A Mother And A Child Passed Away In Thuru Sub -Location, Muringene Location, Kangeta Division, And Igembe South District 1 Hh Affected With A Total Number 6."",""Kenya"",0,0,""Kangeta"",""Igembe South"",NA";;;;
"2012-10-14,""None"",""Floods"",""Igembe North"",2,0,0,""0"",0,""14"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Flood Incident Reported 2 Fatalities In Komo Sub Location, Michungulu Location, Akirangondu Division, Igembe North District Due To Floods. Both Are Male Nkomo Village, Laare Division. 14 Hh Affected With A Total Population Of 84 Families"",""Kenya"",0,0,""Nkomo"",""Igembe North"",NA";;;;
"2012-10-14,""None"",""Floods"",""Tigania West"",0,0,0,""0"",0,""21"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""There Are A Total Of 21 Hh Affected Directly, Limbine Primary School Has Also Been Fully Flooded And Has Been Closed Down With 7 Latrines From The Primary School Are Also Overflowing Because They Have Also Been Carried Away And Akithi Girls Secondary School That The Field Is Flooded And 28 Latrines Which Are Near The Dormitories Also Carried Away And All The Waste Is Running With The Flood Water To The Village.that Have Been Affected Around 46 Adults, And 70 Children.meru Krcs Branch Have Distribute 15 Kitchen Sets, 15 Collapsible Jerricans, 15 Mosquito Nets And 100 Assorted Clothes."",""Kenya"",0,0,""Adu"",NA,NA";;;;
"2012-10-13,""None"",""Floods"",""Laga Ali Wario"",3,0,0,""0"",0,""14"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Isiolo County Flash Floods At Laga Ali Wario 15km From Shaab Kachuru Rains At 0230hrs And 3 People Reported Dead With 14 Hh Affected Unknown Number Of Animals Swept."",""Kenya"",0,0,NA,NA,""Isiolo""";;;;
"2015-04-07,""None"",""Floods"",""Turbi Marsabit"",0,0,0,""0"",0,""65"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 1800hrs, Bonaya (Krcs County Manager) Reported Floods At Diidgalgu In Turbi Marsabit County, Following Heavy Downpour In The Afternoon. Approximately 177hh Were Affected, Assessment To Be Conducted Tomorrow By Krcs Marsabit Team. (Brief 65hh)"",""Kenya"",0,0,""Turbi"",NA,""Marsabit""";;;;
"2012-11-04,""None"",""Floods"",""Lungalunga Slums"",0,0,0,""0"",0,""70"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Dan Mutinda Of Nairobi Branch Called E.o.c At Around 1050hrs Reporting Of Floods Being Experienced In Lungalunga Slums That Were Caused By The Heavy Rains That Was Received The Previous Day And Caused River Ngong To Burst Its Banks. Teams From Nairobi Branch Was Sent To The Ground To Do An Assessment And Reported That 70hh Were Affected."",""Kenya"",0,0,""Ngong"",NA,""Nairobi""";;;;
"2013-05-02,""None"",""Floods"",""Migori"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 1800hrs Eoc Received An Alert On A River Kuja In Migori County, Uriri District, Oria Village That Broke Its Banks And It’s Heavily Infested With Crocodiles. Unknown Number Of Households Is Reported Marooned And Cut Off. Krcs Migori Branch On  Assessment And Evacuation Mission."",""Kenya"",0,0,NA,""Uriri"",""Migori""";;;;
"2015-11-22,""None"",""Floods"",""Narok"",0,0,0,""0"",0,""7"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 0830hrs, Brenda (Krcs Narok) Reported A Floods Incident In Narok County. Heavy Rains Pounded Most Parts Of Narok County Like"; Mau, Narok South And Narok North. Lightning Struck Ilekaiki Sub Location, Entontol Location And Killed 7 Cows. The Water Levels Have Increased In The Course Of The Day And Floods Have Been Reported In Narok Town. (Brief;" 7 Cattle)"",""Kenya"",0,0,""Narok Town"",""Narok South"",""Narok""";;
"2012-11-01,""None"",""Floods"",""Homabay"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""River Rangwena Was Reported To Have Burst Its Bank And Water Was Over Flowing After Heavy Rainfall That Pounded Homabay, No Casualties Was Reported."",""Kenya"",0,0,NA,""Rangwe"",NA";;;;
"2013-04-01,""None"",""Floods"",""Rongai"",0,0,0,""0"",6,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""A Flooding Incident Was Reported To Eoc Near Rongai. The Floods Trapped A Vehicle (Toyota Prado) With Six People On Board Who Were Rescued By Good Samaritans."",""Kenya"",0,0,NA,""Rongai"",NA";;;;
"2012-11-10,""None"",""Floods"",""Kibigori"",0,0,0,""0"",0,""3"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Timothy Omondi (0721753950) Called E.o.c And Informed That Heavy Rainfall Had Hit The Area And That It Had Caused Destruction And Flood At Kibigori Junction In Miwani, E.o.c Informed A.s.g Who Sent Ateam To The Area And Did Assessment And Reported That 3 Shops And 3 Hh Were Affected By The Heavy Rainfall."",""Kenya"",0,0,""Miwani"",NA,NA";;;;
"2012-11-09,""None"",""Floods"",""Tononoka"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Police Officers From Tononoka In Mombasa Were Reported To Have Spent Their Night In Cold Rainy Weather After Their Houses Were Submerged In Rain Water After A Heavy Downpour During The Night"",""Kenya"",0,0,""Tononoka"",NA,""Mombasa""";;;;
"2015-11-14,""None"",""Floods"",""Muthambi Area Of Tharaka Nithi"",0,0,0,""0"",0,""10"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 0910hrs Gitonga (County Manager) Reported Floods At Muthambi Area Of Tharaka Nithi County. Heavy Downpour In The Area Caused Landslide Which Affected Approximately 10hh. Emergency Committees Are In Discussion To Move The Affected Families To Giancambo Primary School."",""Kenya"",0,0,""Mutha"",""Muthambi"",NA";;;;
"2015-06-06,""None"",""Floods"",""Roysambu"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""E.o.c Captured A Flash Flood Incident Via Social Media Along Thika Super Highway In Roysambu After R. Kiu Burst Its Banks After Heavy Downpour Experienced In Nairobi And Its Surroundings, Heavy Jam Was Reported Along The Highway Since Part Of The Road Was Flooded. No Casualties Were Reported From The Incident But Motorists Stranded For A Long Time Before The Water Receded."",""Kenya"",0,0,""Roysambu"",""Roysambu"",""Nairobi""";;;;
"2012-12-26,""None"",""Floods"",""Mathare 3 C"",0,0,0,""0"",0,""405"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Flooding In Mathare 3c After Heavy Downpour In The Evening, Several Families Were Reported Displaced."",""Kenya"",0,0,NA,""Mathare"",NA";;;;
"2012-12-26,""None"",""Floods"",""Imara Daima"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""A Flood Incident At Imara Daima Where Approximating Over 100 Houses In Water Within The Area"",""Kenya"",0,0,""Imara Daima"",NA,NA";;;;
"2012-12-27,""None"",""Floods"",""Tumaini Estate"",1,0,0,""0"",0,""6"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""A Flood Incident At Tumaini Estate Near Donholm After The Bridge. At Least Six Houses Were Reported To Have Had Water Rising To Over Two Meters High From The Ground Level And A Perimeter Wall Caved In Then."",""Kenya"",0,0,NA,NA,NA";;;;
"2012-12-27,""None"",""Floods"",""Lunga Lunga"",2,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""2 People Reported Dead After Heavy Rainfall In Nairobi"",""Kenya"",0,0,NA,NA,""Nairobi""";;;;
"2012-12-31,""None"",""Floods"",""Kokwaro Village"",0,0,0,""0"",0,""36"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Flood Incident In Kokwaro Village In Kisumu East District. Houses In The Village Had Been Submerged In The Flooding Water Forcing Residents To Abandon Their Homes And Move To Higher And Relatively Safe Grounds."",""Kenya"",0,0,NA,""Kisumu East"",""Kisumu""";;;;
"2012-12-28,""None"",""Floods"",""Nyando"",0,0,0,""0"",0,""205"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""After Heavy Rains Especially In The Past River Nyando Burst The Banks Causing Flooding In Several Villages"",""Kenya"",0,0,NA,""Nyando"",NA";;;;
"2012-12-29,""None"",""Floods"",""Rachuonyo"",0,0,0,""0"",0,""13"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""After Heavy Rains Especially In The Past River Nyando Burst The Banks Causing Flooding In Several Villages"",""Kenya"",0,0,NA,""Nyando"",NA";;;;
"2012-12-29,""None"",""Floods"",""Pokot Central"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""270 Families Were Reported To Have Been Affected."",""Kenya"",0,0,NA,NA,NA";;;;
"2012-12-31,""None"",""Floods"",""Kokwaro Village Kisumu District"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 2300hrs, Mr. Ondiek Anyar (0726 403 516) Called Eoc To Report Flood Incident In Kokwaro Village In Kisumu East District. Houses In The Village Had Been Submerged In The Flooding Water Forcing Residents To Abandon Their Homes And Move To Higher And Relatively Safe Grounds. The Residents Were However In Need Of Nfi?S To Help Them Survive In The Harsh Weather Conditions. The Information Was Passed To The Regional Manager Who Would Make A Follow Up To Ensure The Displaced Families Are Taken Care Of."",""Kenya"",0,0,NA,""Kisumu East"",""Kisumu""";;;;
"2015-04-30,""None"",""Floods"",""Nairobi River"",2,0,0,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Two Bodies Were Retrieved In Nairobi River (A Male And Female) On Wednesday 29 Aprial 2015, The Two May Have Drowned Due To Heavy Downpour. The Male Body Was Positively Indentified And Taken To Chiromo While The Other Unknown Was Taken To City  Morgue. The Government Spokes Person Has Urged The Public To Cross Rivers And Other Flooded Spots Carefully. (Brief:2 Fatalities)"",""Kenya"",0,0,NA,NA,""Nairobi""";;;;
