"""Date"",""County"",""Event"",""Location"",""Deaths"",""Injured"",""Missing"",""Houses.Destroyed"",""Evacuated"",""Houses.Damaged"",""Directly.affected"",""Indirectly.Affected"",""Relocated"",""Losses..Local"",""Education.centers"",""Damages.in.crops.Ha."",""Lost.Cattle"",""Lost.Goats"",""Lost.Livestock"",""source"",""Comments"",""Country"",""Lat"",""Long"",""Wards.comments"",""Subcounty.comments"",""County.comments""";;;;
"2015-11-20,""None"",""Floods"",""Dol Dol Area"",0,0,2,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Heavy Rains Were Reported Last Night In Dol Dol Area In Laikipia County At 2301hrs, Antony Krcs Laikipia Reported Flash Floods Which Swept Away A County Ambulance At 0209hrs With Two People On Board (A Nurse And A Driver) Belonging To Laikipia County. Krcs, County Government And Kenya Police Responded To The Scene And Conducted A Sar But Due To The Rising Water Level From A Seasonal River Hindered Operation. The Sar Teams Managed To Spot The Wreckage Of The Ambulance And Some Clothes That Belonged To The Crew, The Sar Operation Is Still Ongoing For The Missing Crew."",""Kenya"",0,0,NA,NA,""Laikipia""";;;;
"2012-05-10,""None"",""Floods"",""Mathare"",1,0,0,""0"",0,""643"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""The Nairobi River Burst Its Banks At 0428hrs Causing Floods That Submerged Several Houses And Swept Away Several Other Houses From Mlango Kubwa, Huruma And Mathare. The Number Of Affected Households Was 643hh And 4000 People Were Reported To Have Been Affected. The Nairobi Branch Disaster Response Team And Tracing Were Deployed To The Area. A Woman Was Reported To Have Died From The Sudden Flash Flood In Mathare While 2 Rescued."",""Kenya"",0,0,""Mlango Kubwa"",""Mathare"",""Nairobi""";;;;
"2012-04-24,""None"",""Floods"",""Narok Town"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Floods Alert Reported At 1700hrs In Narok Town Cutting Off Narok ? Kisii Rd Blocked By Water At Midblock Bridge And Subsided After 1 Hour Making The Road Passable. Residents Of Narok Town, Majengo And Duka Moja Are Most Affected."",""Kenya"",0,0,""Narok Town"",NA,""Narok""";;;;
"2012-04-23,""None"",""Floods"",""Hells Gate Naivasha"",7,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""40 Youth Members Of Pcea Mukara Church In Dagoretti Nairobi, Who Had Visited The Renowned Park, Escaped Narrowly When The Incident Occurred."",""Kenya"",0,0,NA,NA,""Nairobi""";;;;
"2015-11-29,""None"",""Floods"",""Bate Area, Kilifi"",0,0,0,""0"",0,""17"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 0836hrs Musa Hassan(Krcs County Manager) Reported Flash Floods In Bate Area Following River Sabaki Burst Its Banks, In Kilifi County Affecting An Approximately 17households. Krcs And The County Government Are Evacuating The Families To The Higher Grounds Were They Have Identified Evacuation Centers At Bate Area. Assessment Is Ongoing.(Brief";" 17hhs)"",""Kenya"",0,0,""Sabaki"",NA,""Kilifi""";;;
"2015-05-08,""None"",""Floods"",""Godoma, Marsabit"",1,0,0,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Flash Floods Were Reported By Bonaya Krcs Marsabit County Manager After Heavy Rainfall Was Experienced In Godoma Area Moyale Sub - County, Krcs Response Team Will Conduct Assessment After Reports Indicated That Several Hh Were Affected And 1 Person Feared Dead."",""Kenya"",0,0,""Godoma"",""Moyale"",""Marsabit""";;;;
"2013-04-14,""None"",""Floods"",""Isiolo Town"",0,5,0,""0"",0,""20"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Floods Incident In Isiolo Town Was Reported Also In The Samburu Lodge Park, Floods Forced Five People To Seek Refuge On Top Of A Tree After Flood Spilled Into The Hotel Compound. They Sustained Injuries And Were Evacuated To Hospital By Krcs Volunteers. The Area Affected Most By These Floods Is Around The Krcs Office. The Floods Were Caused By Water Overflowing From Upper Isiolo."",""Kenya"",0,0,""Hospital"",NA,""Isiolo""";;;;
"2012-05-15,""None"",""Floods"",""Konoin"",3,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""In Konoin District, Kericho County, Three Chemogo Primary School Pupils Died When They Were Swept Away By Floods As They Walked Home After School. Cousins Enock Kipng?Etich, 7, And Gilbert Kipng?Etich, 13, Drowned In Chepkoro Stream While David Kangwana Was Swept Away In The Tendwet Stream."",""Kenya"",0,0,NA,""Konoin"",""Kericho""";;;;
"2012-05-12,""None"",""Floods"",""Samburu East"",1,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""One Person Aged 16 Years Drowned At River Waso Near West Gate Samburu East, Early Morning. One Body Of Nyiro Leleju Was Yet To Be Recovered As Water Level Is Very High."",""Kenya"",0,0,""Waso"",""Samburu East"",""Samburu""";;;;
"2012-05-16,""None"",""Floods"",""Myanga Village Bungoma"",3,1,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""In Bungoma Myanga Village, Houses Collapsed Due To Heavy Rainfall The Previous Night And Also The Nearby River Broke Its Banks. Three People Lost Their Lives And One Person Was Injured During The Incident."",""Kenya"",0,0,NA,NA,""Bungoma""";;;;
"2015-11-27,""None"",""Floods"",""Misikhu Area Kitale."",0,0,1,""0"",0,""0"",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 0845hrs Wekola (Krcs Trans Nzoia) Reported Of Heavy Rainfall In Trans Nzoia County.  Following The Heavy Downpour In The County, An Incident Was Reported In Misikhu Area In Kitale. Flash Floods Displaced Approximately 50 Households. A Motor Cyclist Was Swept Away While Attempting To Cross A River, His Body Has Not Yet Been Retrieved, Search And Rescue Operations Currently Ongoing. (Brief";" 1 Missing)"",""Kenya"",0,0,""Nzoia"",NA,""Trans Nzoia""";;;
"2012-05-26,""None"",""Floods"",""Voi"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""Flash Floods Were Reported To E.o.c By Krcs Disaster Team In Taita Taveta At 0110hrs On The Hotline Number And That It Had Submerged Houses In Voi Sukuma Village And The Residents Were Being Hosted At A Nearby School 30 Houses Were Completely Destroyed With 200hh Affected And The Villages Affected Are Maweni, Sofia And Mwakingali."",""Kenya"",0,0,NA,""Taveta"",""Taita Taveta""";;;;
"2015-11-14,""None"",""Floods"",""Kulal Area Of Laisamis"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 1032hrs Talaso (County Manager) Reported Floods In Marsabit County, Flashfloods Were Experienced In Kulal Area Of Laisamis Sub-County. Destruction Of Property Was Reported And Krcs Are On The Ground To Assess The Damage."",""Kenya"",0,0,""Tala"",""Laisamis"",""Marsabit""";;;;
"2014-11-30,""None"",""Floods"",""Kagio Kirinyaga"",0,0,0,""0"",0,"""",""0"",0,""0"",""0"",0,0,0,0,0,""EoC"",""At 2354hrs, Nyambura (0722861742) Reported A Boy Of 17years Who Drowned On Friday (28/11/2014) At River Rwamuthambi In Kagio, Kirinyaga County, And Rescue Efforts Since Then Offered No Results. Eoc Informed Ndoc Who Promised To Send A Team"",""Kenya"",0,0,NA,NA,""Kirinyaga""";;;;
