"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
270,158,"NLD","Netherlands",9,"Noord-Holland",270,"Bennebroek","Gemeente","Municipality",NA,NA
271,158,"NLD","Netherlands",9,"Noord-Holland",271,"Bergen","Gemeente","Municipality",NA,NA
272,158,"NLD","Netherlands",9,"Noord-Holland",272,"Beverwijk","Gemeente","Municipality",NA,NA
273,158,"NLD","Netherlands",9,"Noord-Holland",273,"Blaricum","Gemeente","Municipality",NA,NA
274,158,"NLD","Netherlands",9,"Noord-Holland",274,"Bloemendaal","Gemeente","Municipality",NA,NA
275,158,"NLD","Netherlands",9,"Noord-Holland",275,"Bussum","Gemeente","Municipality",NA,NA
276,158,"NLD","Netherlands",9,"Noord-Holland",276,"Castricum","Gemeente","Municipality",NA,NA
277,158,"NLD","Netherlands",9,"Noord-Holland",277,"Den Helder","Gemeente","Municipality",NA,NA
278,158,"NLD","Netherlands",9,"Noord-Holland",278,"Diemen","Gemeente","Municipality",NA,NA
279,158,"NLD","Netherlands",9,"Noord-Holland",279,"Drechterland","Gemeente","Municipality",NA,NA
280,158,"NLD","Netherlands",9,"Noord-Holland",280,"Edam-Volendam","Gemeente","Municipality",NA,NA
281,158,"NLD","Netherlands",9,"Noord-Holland",281,"Enkhuizen","Gemeente","Municipality",NA,NA
282,158,"NLD","Netherlands",9,"Noord-Holland",282,"Graft-De Rijp","Gemeente","Municipality",NA,NA
283,158,"NLD","Netherlands",9,"Noord-Holland",283,"Haarlem","Gemeente","Municipality",NA,NA
284,158,"NLD","Netherlands",9,"Noord-Holland",284,"Haarlemmerliede c.a.","Gemeente","Municipality",NA,"Haarlemmerliede en Spaarnwoude"
285,158,"NLD","Netherlands",9,"Noord-Holland",285,"Haarlemmermeer","Gemeente","Municipality",NA,NA
286,158,"NLD","Netherlands",9,"Noord-Holland",286,"Harenkarspel","Gemeente","Municipality",NA,NA
287,158,"NLD","Netherlands",9,"Noord-Holland",287,"Heemskerk","Gemeente","Municipality",NA,NA
288,158,"NLD","Netherlands",9,"Noord-Holland",288,"Heemstede","Gemeente","Municipality",NA,NA
289,158,"NLD","Netherlands",9,"Noord-Holland",289,"Heerhugowaard","Gemeente","Municipality",NA,NA
290,158,"NLD","Netherlands",9,"Noord-Holland",290,"Heiloo","Gemeente","Municipality",NA,NA
291,158,"NLD","Netherlands",9,"Noord-Holland",291,"Hilversum","Gemeente","Municipality",NA,NA
292,158,"NLD","Netherlands",9,"Noord-Holland",292,"Hoorn","Gemeente","Municipality",NA,NA
293,158,"NLD","Netherlands",9,"Noord-Holland",293,"Huizen","Gemeente","Municipality",NA,NA
294,158,"NLD","Netherlands",9,"Noord-Holland",294,"Landsmeer","Gemeente","Municipality",NA,NA
295,158,"NLD","Netherlands",9,"Noord-Holland",295,"Langedijk","Gemeente","Municipality",NA,NA
296,158,"NLD","Netherlands",9,"Noord-Holland",296,"Laren","Gemeente","Municipality",NA,NA
297,158,"NLD","Netherlands",9,"Noord-Holland",297,"Medemblik","Gemeente","Municipality",NA,NA
298,158,"NLD","Netherlands",9,"Noord-Holland",298,"Muiden","Gemeente","Municipality",NA,NA
299,158,"NLD","Netherlands",9,"Noord-Holland",299,"Naarden","Gemeente","Municipality",NA,NA
300,158,"NLD","Netherlands",9,"Noord-Holland",300,"Niedorp","Gemeente","Municipality",NA,NA
301,158,"NLD","Netherlands",9,"Noord-Holland",301,"Noorder-Koggenland","Gemeente","Municipality",NA,NA
302,158,"NLD","Netherlands",9,"Noord-Holland",302,"Obdam","Gemeente","Municipality",NA,NA
303,158,"NLD","Netherlands",9,"Noord-Holland",303,"Oostzaan","Gemeente","Municipality",NA,NA
304,158,"NLD","Netherlands",9,"Noord-Holland",304,"Opmeer","Gemeente","Municipality",NA,NA
305,158,"NLD","Netherlands",9,"Noord-Holland",305,"Ouder-Amstel","Gemeente","Municipality",NA,NA
306,158,"NLD","Netherlands",9,"Noord-Holland",306,"Purmerend","Gemeente","Municipality",NA,NA
307,158,"NLD","Netherlands",9,"Noord-Holland",307,"Schagen","Gemeente","Municipality",NA,NA
308,158,"NLD","Netherlands",9,"Noord-Holland",308,"Schermer","Gemeente","Municipality",NA,NA
309,158,"NLD","Netherlands",9,"Noord-Holland",309,"Stede Broec","Gemeente","Municipality",NA,NA
310,158,"NLD","Netherlands",9,"Noord-Holland",310,"Texel","Gemeente","Municipality",NA,NA
311,158,"NLD","Netherlands",9,"Noord-Holland",311,"Uitgeest","Gemeente","Municipality",NA,NA
312,158,"NLD","Netherlands",9,"Noord-Holland",312,"Uithoorn","Gemeente","Municipality",NA,NA
313,158,"NLD","Netherlands",9,"Noord-Holland",313,"Velsen","Gemeente","Municipality",NA,NA
314,158,"NLD","Netherlands",9,"Noord-Holland",314,"Venhuizen","Gemeente","Municipality",NA,NA
315,158,"NLD","Netherlands",9,"Noord-Holland",315,"Waterland","Gemeente","Municipality",NA,NA
316,158,"NLD","Netherlands",9,"Noord-Holland",316,"Weesp","Gemeente","Municipality",NA,NA
317,158,"NLD","Netherlands",9,"Noord-Holland",317,"Wervershoof","Gemeente","Municipality",NA,NA
318,158,"NLD","Netherlands",9,"Noord-Holland",318,"Wester-Koggenland","Gemeente","Municipality",NA,NA
319,158,"NLD","Netherlands",9,"Noord-Holland",319,"Wieringen","Gemeente","Municipality",NA,NA
320,158,"NLD","Netherlands",9,"Noord-Holland",320,"Wieringermeer","Gemeente","Municipality",NA,NA
321,158,"NLD","Netherlands",9,"Noord-Holland",321,"Wijdemeren","Gemeente","Municipality",NA,NA
322,158,"NLD","Netherlands",9,"Noord-Holland",322,"Wognum","Gemeente","Municipality",NA,NA
323,158,"NLD","Netherlands",9,"Noord-Holland",323,"Wormerland","Gemeente","Municipality",NA,NA
324,158,"NLD","Netherlands",9,"Noord-Holland",324,"Zaanstad","Gemeente","Municipality",NA,NA
325,158,"NLD","Netherlands",9,"Noord-Holland",325,"Zandvoort","Gemeente","Municipality",NA,NA
326,158,"NLD","Netherlands",9,"Noord-Holland",326,"Zeevang","Gemeente","Municipality",NA,NA
327,158,"NLD","Netherlands",9,"Noord-Holland",327,"Zijpe","Gemeente","Municipality",NA,NA
328,158,"NLD","Netherlands",10,"Overijssel",328,"Almelo","Gemeente","Municipality",NA,NA
329,158,"NLD","Netherlands",10,"Overijssel",329,"Bathmen","Gemeente","Municipality",NA,NA
330,158,"NLD","Netherlands",10,"Overijssel",330,"Borne","Gemeente","Municipality",NA,NA
331,158,"NLD","Netherlands",10,"Overijssel",331,"Dalfsen","Gemeente","Municipality",NA,NA
332,158,"NLD","Netherlands",10,"Overijssel",332,"Deventer","Gemeente","Municipality",NA,NA
333,158,"NLD","Netherlands",10,"Overijssel",333,"Dinkelland","Gemeente","Municipality",NA,"Denekamp"
334,158,"NLD","Netherlands",10,"Overijssel",334,"Enschede","Gemeente","Municipality",NA,NA
335,158,"NLD","Netherlands",10,"Overijssel",335,"Haaksbergen","Gemeente","Municipality",NA,NA
336,158,"NLD","Netherlands",10,"Overijssel",336,"Hardenberg","Gemeente","Municipality",NA,NA
337,158,"NLD","Netherlands",10,"Overijssel",337,"Hellendoorn","Gemeente","Municipality",NA,NA
338,158,"NLD","Netherlands",10,"Overijssel",338,"Hengelo","Gemeente","Municipality",NA,NA
339,158,"NLD","Netherlands",10,"Overijssel",339,"Hof van Twente","Gemeente","Municipality",NA,NA
340,158,"NLD","Netherlands",10,"Overijssel",340,"Kampen","Gemeente","Municipality",NA,NA
341,158,"NLD","Netherlands",10,"Overijssel",341,"Losser","Gemeente","Municipality",NA,NA
342,158,"NLD","Netherlands",10,"Overijssel",342,"Oldenzaal","Gemeente","Municipality",NA,NA
343,158,"NLD","Netherlands",10,"Overijssel",343,"Olst-Wijhe","Gemeente","Municipality",NA,"Olst"
344,158,"NLD","Netherlands",10,"Overijssel",344,"Ommen","Gemeente","Municipality",NA,NA
345,158,"NLD","Netherlands",10,"Overijssel",345,"Raalte","Gemeente","Municipality",NA,NA
346,158,"NLD","Netherlands",10,"Overijssel",346,"Rijssen","Gemeente","Municipality",NA,NA
347,158,"NLD","Netherlands",10,"Overijssel",347,"Staphorst","Gemeente","Municipality",NA,NA
348,158,"NLD","Netherlands",10,"Overijssel",348,"Steenwijkerland","Gemeente","Municipality",NA,"Steenwijk"
349,158,"NLD","Netherlands",10,"Overijssel",349,"Tubbergen","Gemeente","Municipality",NA,NA
350,158,"NLD","Netherlands",10,"Overijssel",350,"Twenterand","Gemeente","Municipality",NA,"Vriezeveen"
351,158,"NLD","Netherlands",10,"Overijssel",351,"Wierden","Gemeente","Municipality",NA,NA
352,158,"NLD","Netherlands",10,"Overijssel",352,"Zwartewaterland","Gemeente","Municipality",NA,NA
353,158,"NLD","Netherlands",10,"Overijssel",353,"Zwolle","Gemeente","Municipality",NA,NA
354,158,"NLD","Netherlands",11,"Utrecht",354,"Abcoude","Gemeente","Municipality",NA,NA
355,158,"NLD","Netherlands",11,"Utrecht",355,"Amerongen","Gemeente","Municipality",NA,NA
356,158,"NLD","Netherlands",11,"Utrecht",356,"Amersfoort","Gemeente","Municipality",NA,NA
357,158,"NLD","Netherlands",11,"Utrecht",357,"Baarn","Gemeente","Municipality",NA,NA
358,158,"NLD","Netherlands",11,"Utrecht",358,"Breukelen","Gemeente","Municipality",NA,NA
359,158,"NLD","Netherlands",11,"Utrecht",359,"Bunnik","Gemeente","Municipality",NA,NA
360,158,"NLD","Netherlands",11,"Utrecht",360,"Bunschoten","Gemeente","Municipality",NA,NA
361,158,"NLD","Netherlands",11,"Utrecht",361,"De Bilt","Gemeente","Municipality",NA,NA
362,158,"NLD","Netherlands",11,"Utrecht",362,"De Ronde Venen","Gemeente","Municipality",NA,NA
363,158,"NLD","Netherlands",11,"Utrecht",363,"Doorn","Gemeente","Municipality",NA,NA
364,158,"NLD","Netherlands",11,"Utrecht",364,"Driebergen-Rijsenburg","Gemeente","Municipality",NA,NA
365,158,"NLD","Netherlands",11,"Utrecht",365,"Eemnes","Gemeente","Municipality",NA,NA
366,158,"NLD","Netherlands",11,"Utrecht",366,"Houten","Gemeente","Municipality",NA,NA
367,158,"NLD","Netherlands",11,"Utrecht",367,"IJsselstein","Gemeente","Municipality",NA,NA
368,158,"NLD","Netherlands",11,"Utrecht",368,"Leersum","Gemeente","Municipality",NA,NA
369,158,"NLD","Netherlands",11,"Utrecht",369,"Leusden","Gemeente","Municipality",NA,NA
370,158,"NLD","Netherlands",11,"Utrecht",370,"Loenen","Gemeente","Municipality",NA,NA
371,158,"NLD","Netherlands",11,"Utrecht",371,"Lopik","Gemeente","Municipality",NA,NA
372,158,"NLD","Netherlands",11,"Utrecht",372,"Maarn","Gemeente","Municipality",NA,NA
373,158,"NLD","Netherlands",11,"Utrecht",373,"Maarssen","Gemeente","Municipality",NA,NA
374,158,"NLD","Netherlands",11,"Utrecht",374,"Montfoort","Gemeente","Municipality",NA,NA
375,158,"NLD","Netherlands",11,"Utrecht",375,"Nieuwegein","Gemeente","Municipality",NA,NA
376,158,"NLD","Netherlands",11,"Utrecht",376,"Oudewater","Gemeente","Municipality",NA,NA
377,158,"NLD","Netherlands",11,"Utrecht",377,"Renswoude","Gemeente","Municipality",NA,NA
378,158,"NLD","Netherlands",11,"Utrecht",378,"Rhenen","Gemeente","Municipality",NA,NA
379,158,"NLD","Netherlands",11,"Utrecht",379,"Soest","Gemeente","Municipality",NA,NA
380,158,"NLD","Netherlands",11,"Utrecht",380,"Utrecht","Gemeente","Municipality",NA,NA
381,158,"NLD","Netherlands",11,"Utrecht",381,"Veenendaal","Gemeente","Municipality",NA,NA
382,158,"NLD","Netherlands",11,"Utrecht",382,"Vianen","Gemeente","Municipality",NA,NA
383,158,"NLD","Netherlands",11,"Utrecht",383,"Wijk bij Duurstede","Gemeente","Municipality",NA,NA
384,158,"NLD","Netherlands",11,"Utrecht",384,"Woerden","Gemeente","Municipality",NA,NA
385,158,"NLD","Netherlands",11,"Utrecht",385,"Woudenberg","Gemeente","Municipality",NA,NA
386,158,"NLD","Netherlands",11,"Utrecht",386,"Zeist","Gemeente","Municipality",NA,NA
387,158,"NLD","Netherlands",12,"Zeeland",387,"Borsele","Gemeente","Municipality",NA,NA
388,158,"NLD","Netherlands",12,"Zeeland",388,"Goes","Gemeente","Municipality",NA,NA
389,158,"NLD","Netherlands",12,"Zeeland",389,"Hulst","Gemeente","Municipality",NA,NA
390,158,"NLD","Netherlands",12,"Zeeland",390,"Kapelle","Gemeente","Municipality",NA,NA
391,158,"NLD","Netherlands",12,"Zeeland",391,"Middelburg","Gemeente","Municipality",NA,NA
392,158,"NLD","Netherlands",12,"Zeeland",392,"Noord-Beveland","Gemeente","Municipality",NA,NA
393,158,"NLD","Netherlands",12,"Zeeland",393,"Reimerswaal","Gemeente","Municipality",NA,NA
394,158,"NLD","Netherlands",12,"Zeeland",394,"Schouwen-Duiveland","Gemeente","Municipality",NA,NA
395,158,"NLD","Netherlands",12,"Zeeland",395,"Sluis","Gemeente","Municipality",NA,NA
396,158,"NLD","Netherlands",12,"Zeeland",396,"Terneuzen","Gemeente","Municipality",NA,NA
397,158,"NLD","Netherlands",12,"Zeeland",397,"Tholen","Gemeente","Municipality",NA,NA
398,158,"NLD","Netherlands",12,"Zeeland",398,"Veere","Gemeente","Municipality",NA,NA
399,158,"NLD","Netherlands",12,"Zeeland",399,"Vlissingen","Gemeente","Municipality",NA,NA
400,158,"NLD","Netherlands",13,"Zeeuwse meren",400,NA,"Gemeente","Water body",NA,NA
401,158,"NLD","Netherlands",14,"Zuid-Holland",401,"'s-Gravendeel","Gemeente","Municipality",NA,NA
402,158,"NLD","Netherlands",14,"Zuid-Holland",402,"'s-Gravenhage","Gemeente","Municipality",NA,NA
403,158,"NLD","Netherlands",14,"Zuid-Holland",403,"'s-Gravenzande","Gemeente","Municipality",NA,NA
404,158,"NLD","Netherlands",14,"Zuid-Holland",404,"Alblasserdam","Gemeente","Municipality",NA,NA
405,158,"NLD","Netherlands",14,"Zuid-Holland",405,"Albrandswaard","Gemeente","Municipality",NA,NA
406,158,"NLD","Netherlands",14,"Zuid-Holland",406,"Alkemade","Gemeente","Municipality",NA,NA
407,158,"NLD","Netherlands",14,"Zuid-Holland",407,"Alphen aan den Rijn","Gemeente","Municipality",NA,NA
408,158,"NLD","Netherlands",14,"Zuid-Holland",408,"Barendrecht","Gemeente","Municipality",NA,NA
409,158,"NLD","Netherlands",14,"Zuid-Holland",409,"Bergambacht","Gemeente","Municipality",NA,NA
410,158,"NLD","Netherlands",14,"Zuid-Holland",410,"Bergschenhoek","Gemeente","Municipality",NA,NA
411,158,"NLD","Netherlands",14,"Zuid-Holland",411,"Berkel en Rodenrijs","Gemeente","Municipality",NA,NA
412,158,"NLD","Netherlands",14,"Zuid-Holland",412,"Bernisse","Gemeente","Municipality",NA,NA
413,158,"NLD","Netherlands",14,"Zuid-Holland",413,"Binnenmaas","Gemeente","Municipality",NA,NA
414,158,"NLD","Netherlands",14,"Zuid-Holland",414,"Bleiswijk","Gemeente","Municipality",NA,NA
415,158,"NLD","Netherlands",14,"Zuid-Holland",415,"Bodegraven","Gemeente","Municipality",NA,NA
416,158,"NLD","Netherlands",14,"Zuid-Holland",416,"Boskoop","Gemeente","Municipality",NA,NA
417,158,"NLD","Netherlands",14,"Zuid-Holland",417,"Brielle","Gemeente","Municipality",NA,NA
418,158,"NLD","Netherlands",14,"Zuid-Holland",418,"Capelle aan den IJssel","Gemeente","Municipality",NA,NA
419,158,"NLD","Netherlands",14,"Zuid-Holland",419,"Cromstrijen","Gemeente","Municipality",NA,NA
420,158,"NLD","Netherlands",14,"Zuid-Holland",420,"De Lier","Gemeente","Municipality",NA,NA
421,158,"NLD","Netherlands",14,"Zuid-Holland",421,"Delft","Gemeente","Municipality",NA,NA
422,158,"NLD","Netherlands",14,"Zuid-Holland",422,"Dirksland","Gemeente","Municipality",NA,NA
423,158,"NLD","Netherlands",14,"Zuid-Holland",423,"Dordrecht","Gemeente","Municipality",NA,NA
424,158,"NLD","Netherlands",14,"Zuid-Holland",424,"Giessenlanden","Gemeente","Municipality",NA,NA
425,158,"NLD","Netherlands",14,"Zuid-Holland",425,"Goedereede","Gemeente","Municipality",NA,NA
426,158,"NLD","Netherlands",14,"Zuid-Holland",426,"Gorinchem","Gemeente","Municipality",NA,NA
427,158,"NLD","Netherlands",14,"Zuid-Holland",427,"Gouda","Gemeente","Municipality",NA,NA
428,158,"NLD","Netherlands",14,"Zuid-Holland",428,"Graafstroom","Gemeente","Municipality",NA,NA
429,158,"NLD","Netherlands",14,"Zuid-Holland",429,"Hardinxveld-Giessendam","Gemeente","Municipality",NA,NA
430,158,"NLD","Netherlands",14,"Zuid-Holland",430,"Hellevoetsluis","Gemeente","Municipality",NA,NA
431,158,"NLD","Netherlands",14,"Zuid-Holland",431,"Hendrik-Ido-Ambacht","Gemeente","Municipality",NA,NA
432,158,"NLD","Netherlands",14,"Zuid-Holland",432,"Hillegom","Gemeente","Municipality",NA,NA
433,158,"NLD","Netherlands",14,"Zuid-Holland",433,"Jacobswoude","Gemeente","Municipality",NA,NA
434,158,"NLD","Netherlands",14,"Zuid-Holland",434,"Katwijk","Gemeente","Municipality",NA,NA
435,158,"NLD","Netherlands",14,"Zuid-Holland",435,"Korendijk","Gemeente","Municipality",NA,NA
436,158,"NLD","Netherlands",14,"Zuid-Holland",436,"Krimpen aan den IJssel","Gemeente","Municipality",NA,NA
437,158,"NLD","Netherlands",14,"Zuid-Holland",437,"Leerdam","Gemeente","Municipality",NA,NA
438,158,"NLD","Netherlands",14,"Zuid-Holland",438,"Leiden","Gemeente","Municipality",NA,NA
439,158,"NLD","Netherlands",14,"Zuid-Holland",439,"Leiderdorp","Gemeente","Municipality",NA,NA
440,158,"NLD","Netherlands",14,"Zuid-Holland",440,"Leidschendam-Voorburg","Gemeente","Municipality",NA,NA
441,158,"NLD","Netherlands",14,"Zuid-Holland",441,"Liemeer","Gemeente","Municipality",NA,NA
442,158,"NLD","Netherlands",14,"Zuid-Holland",442,"Liesveld","Gemeente","Municipality",NA,NA
443,158,"NLD","Netherlands",14,"Zuid-Holland",443,"Lisse","Gemeente","Municipality",NA,NA
444,158,"NLD","Netherlands",14,"Zuid-Holland",444,"Maasland","Gemeente","Municipality",NA,NA
445,158,"NLD","Netherlands",14,"Zuid-Holland",445,"Maassluis","Gemeente","Municipality",NA,NA
446,158,"NLD","Netherlands",14,"Zuid-Holland",446,"Middelharnis","Gemeente","Municipality",NA,NA
447,158,"NLD","Netherlands",14,"Zuid-Holland",447,"Monster","Gemeente","Municipality",NA,NA
448,158,"NLD","Netherlands",14,"Zuid-Holland",448,"Moordrecht","Gemeente","Municipality",NA,NA
449,158,"NLD","Netherlands",14,"Zuid-Holland",449,"Naaldwijk","Gemeente","Municipality",NA,NA
450,158,"NLD","Netherlands",14,"Zuid-Holland",450,"Nederlek","Gemeente","Municipality",NA,NA
451,158,"NLD","Netherlands",14,"Zuid-Holland",451,"Nieuw-Lekkerland","Gemeente","Municipality",NA,NA
452,158,"NLD","Netherlands",14,"Zuid-Holland",452,"Nieuwerkerk aan den IJssel","Gemeente","Municipality",NA,NA
453,158,"NLD","Netherlands",14,"Zuid-Holland",453,"Nieuwkoop","Gemeente","Municipality",NA,NA
454,158,"NLD","Netherlands",14,"Zuid-Holland",454,"Noordwijkerhout","Gemeente","Municipality",NA,NA
455,158,"NLD","Netherlands",14,"Zuid-Holland",455,"Noordwijk","Gemeente","Municipality",NA,NA
456,158,"NLD","Netherlands",14,"Zuid-Holland",456,"Oegstgeest","Gemeente","Municipality",NA,NA
457,158,"NLD","Netherlands",14,"Zuid-Holland",457,"Oostflakkee","Gemeente","Municipality",NA,NA
458,158,"NLD","Netherlands",14,"Zuid-Holland",458,"Oud-Beijerland","Gemeente","Municipality",NA,NA
459,158,"NLD","Netherlands",14,"Zuid-Holland",459,"Ouderkerk","Gemeente","Municipality",NA,NA
460,158,"NLD","Netherlands",14,"Zuid-Holland",460,"Papendrecht","Gemeente","Municipality",NA,NA
461,158,"NLD","Netherlands",14,"Zuid-Holland",461,"Pijnacker-Nootdorp","Gemeente","Municipality",NA,NA
462,158,"NLD","Netherlands",14,"Zuid-Holland",462,"Reeuwijk","Gemeente","Municipality",NA,NA
463,158,"NLD","Netherlands",14,"Zuid-Holland",463,"Ridderkerk","Gemeente","Municipality",NA,NA
464,158,"NLD","Netherlands",14,"Zuid-Holland",464,"Rijnsburg","Gemeente","Municipality",NA,NA
465,158,"NLD","Netherlands",14,"Zuid-Holland",465,"Rijnwoude","Gemeente","Municipality",NA,NA
466,158,"NLD","Netherlands",14,"Zuid-Holland",466,"Rijswijk","Gemeente","Municipality",NA,NA
467,158,"NLD","Netherlands",14,"Zuid-Holland",467,"Rotterdam","Gemeente","Municipality",NA,NA
468,158,"NLD","Netherlands",14,"Zuid-Holland",468,"Rozenburg","Gemeente","Municipality",NA,NA
469,158,"NLD","Netherlands",14,"Zuid-Holland",469,"Sassenheim","Gemeente","Municipality",NA,NA
470,158,"NLD","Netherlands",14,"Zuid-Holland",470,"Schiedam","Gemeente","Municipality",NA,NA
471,158,"NLD","Netherlands",14,"Zuid-Holland",471,"Schipluiden","Gemeente","Municipality",NA,NA
472,158,"NLD","Netherlands",14,"Zuid-Holland",472,"Schoonhoven","Gemeente","Municipality",NA,NA
473,158,"NLD","Netherlands",14,"Zuid-Holland",473,"Sliedrecht","Gemeente","Municipality",NA,NA
474,158,"NLD","Netherlands",14,"Zuid-Holland",474,"Spijkenisse","Gemeente","Municipality",NA,NA
475,158,"NLD","Netherlands",14,"Zuid-Holland",475,"Strijen","Gemeente","Municipality",NA,NA
476,158,"NLD","Netherlands",14,"Zuid-Holland",476,"Ter Aar","Gemeente","Municipality",NA,NA
477,158,"NLD","Netherlands",14,"Zuid-Holland",477,"Valkenburg","Gemeente","Municipality",NA,NA
478,158,"NLD","Netherlands",14,"Zuid-Holland",478,"Vlaardingen","Gemeente","Municipality",NA,NA
479,158,"NLD","Netherlands",14,"Zuid-Holland",479,"Vlist","Gemeente","Municipality",NA,NA
480,158,"NLD","Netherlands",14,"Zuid-Holland",480,"Voorhout","Gemeente","Municipality",NA,NA
481,158,"NLD","Netherlands",14,"Zuid-Holland",481,"Voorschoten","Gemeente","Municipality",NA,NA
482,158,"NLD","Netherlands",14,"Zuid-Holland",482,"Waddinxveen","Gemeente","Municipality",NA,NA
483,158,"NLD","Netherlands",14,"Zuid-Holland",483,"Warmond","Gemeente","Municipality",NA,NA
484,158,"NLD","Netherlands",14,"Zuid-Holland",484,"Wassenaar","Gemeente","Municipality",NA,NA
485,158,"NLD","Netherlands",14,"Zuid-Holland",485,"Wateringen","Gemeente","Municipality",NA,NA
486,158,"NLD","Netherlands",14,"Zuid-Holland",486,"Westvoorne","Gemeente","Municipality",NA,NA
487,158,"NLD","Netherlands",14,"Zuid-Holland",487,"Zederik","Gemeente","Municipality",NA,NA
488,158,"NLD","Netherlands",14,"Zuid-Holland",488,"Zevenhuizen-Moerkapelle","Gemeente","Municipality",NA,NA
489,158,"NLD","Netherlands",14,"Zuid-Holland",489,"Zoetermeer","Gemeente","Municipality",NA,NA
490,158,"NLD","Netherlands",14,"Zuid-Holland",490,"Zoeterwoude","Gemeente","Municipality",NA,NA
491,158,"NLD","Netherlands",14,"Zuid-Holland",491,"Zwijndrecht","Gemeente","Municipality",NA,NA
