RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
1	-1398647	10292459	21.4016	-5.5755	21:24:06N	5:34:32W	30QTJ3298768786	NF30-09	T	DUNE		ML	00			ML	N				AKLE	Aklé	Akle	AKLE	Aklé	Akle		2008-01-16	1,2,3,4,5,6,7				2008-01-16		
1	10085351	10300072	15.1883	1.2242	15:11:18N	1:13:27E	31PCS0923079928	ND31-01	T	RDGE		NG	00			ML	N				AKARCHACHA	Akarchacha	Akarchacha	AKARCHACHA	Akarchacha	Akarchacha		2008-01-30	1,2,3,4				2008-01-30		
1	10085369	10300079	15.0737	1.0968	15:04:25N	1:05:48E	31PBS9542967361	ND31-01	T	DUNE		NG	00			ML	N				KOUFEDRAR	Koufédrar	Koufedrar	KOUFEDRAR	Koufédrar	Koufedrar		2008-01-30	1,2,3,4				2008-01-30		
1	9214578	10292489	20.8222	-5.9789	20:49:20N	5:58:44W	30QSJ8993605337	NF30-13	T	DUNE		ML	00			ML	N				HABROUGDOUR	Habr Oû Gdoûr	Habr Ou Gdour	HABROUGDOUR	Habr Oû Gdoûr	Habr Ou Gdour		2008-01-16	1,2,3,4,5,6,7,8,9	1			2008-01-16		
1	-1086660	10255794	15.3443	2.6407	15:20:39N	2:38:27E	31PDS6143596440	ND31-02	T	MESA		NG	00			ML	N			Tondi	TIAPSATONDI	Tiapsa Tondi	Tiapsa Tondi	TIAPSATONDI	Tiapsa Tondi	Tiapsa Tondi		2007-11-29	1,2,3,4,5				2007-11-30		
1	-1068745	10299595	22.4878	-5.5019	22:29:16N	5:30:07W	30QTK4258688972	NF30-05	T	ERG		ML	00			ML	N				IJOUBBANE	Ijoubbâne	Ijoubbane	IJOUBBANE	Ijoubbâne	Ijoubbane		2008-01-29	1,2,3,4,5				2008-01-29		
1	-1072138	-1591195	24.3544	-5.9774	24:21:16N	5:58:39W	30RSM9791096703	NG30-13	T	SCRP		ML	00			ML	N			Kreb	KREBENNAGA	Kreb en Nâga	Kreb en Naga	NAGA KREBEN	Nâga, Kreb en	Naga, Kreb en		2007-12-12	1,2,3,4,5	1			2007-12-12		
1	-1086660	10253265	15.3443	2.6407	15:20:39N	2:38:27E	31PDS6143596440	ND31-02	T	MESA		NG	00			ML	N			Tondi	TIAPSATONDI	Tiapsa Tondi	Tiapsa Tondi	TIAPSATONDI	Tiapsa Tondi	Tiapsa Tondi		2007-11-29	1,2,3,4,5				2007-11-29		
1	10085075	10299574	23.7849	-6.4295	23:47:06N	6:25:46W	29QQG6194132783	NF29-04	T	PLAT		ML	00			ML	N				MAKHOUZ	Makhouz	Makhouz	MAKHOUZ	Makhouz	Makhouz		2008-01-29	1,2,3,4				2008-01-29		
1	10084160	10721181	14.993774	.010905	14:59:38N	0:00:39E	31PAS7851359808	ND31-05	T	HLLS		ML	00			ML	N				TINTAATE	Ti-n-Taaté	Ti-n-Taate	TINTAATE	Ti-n-Taaté	Ti-n-Taate		2008-10-17	1,2,3,4				2008-10-17		
3	-458769	-659585	21.816667	.15	21:49:00N	0:09:00E	31QBE0535515260	NF31-09	T	ERG		AG	34			ML	N			Erg	ERGAMSELSEL	Erg Amselsel	Erg Amselsel	AMSELSEL ERG	Amselsel, Erg	Amselsel, Erg		2011-02-14	1,2,3,4	1			1993-09-01		
3	-1075098	-1595372	22.596058	-1.894397	22:35:46N	1:53:40W	30QXK1364399226	NF30-07	T	DSRT		ML	08			ML	N				TANEZROUFT	Tanezrouft	Tanezrouft	TANEZROUFT	Tanezrouft	Tanezrouft		2012-11-05	1,2,3,4,5,6,7	1			1993-09-01		
3	10386618	10849181	15.031119	-.082665	15:01:52N	0:04:58W	30PZB1370863840	ND30-04	T	HLL		ML	09			ML	N				INAMAROUAN	I-n-Amarouan	I-n-Amarouan	INAMAROUAN	I-n-Amarouan	I-n-Amarouan		2012-10-25	1,2,3,4	1			2008-11-21		
3	-1398829	10299587	23.4053	-6.3918	23:24:19N	6:23:30W	29QQF6655190799	NF29-04	T	ERG		MR	00			ML	N			’Erg	ERGELAOUIKAT	’Erg el Aouikat	'Erg el Aouikat	AOUIKAT ERGEL	Aouikat, ’Erg el	Aouikat, 'Erg el		2008-01-29	1,2,3,4,5	1			2008-09-25		
3	-1401160	10299585	23.529	-6.5068	23:31:44N	6:30:24W	29QQG5455604294	NF29-04	T	ERG		MR	07			ML	N			’Erg	ERGELHACHIYE	’Erg el Hachiyé	'Erg el Hachiye	HACHIYE ERGEL	Hachiyé, ’Erg el	Hachiye, 'Erg el		2008-01-29	1,2,3,4,5				2008-09-25		
3	-1400392	10275011	24.3644	-6.7658	24:21:52N	6:45:57W	29RQG2663796395	NG29-16	T	SCRP		MR	00			ML	N				ELHANK	El Hank	El Hank	ELHANK	El Hank	El Hank		2007-12-13	1,2,3,4,5				2007-12-13		
3	-1398347	10282048	15.8272	-5.4585	15:49:38N	5:27:31W	30PTC3666751363	ND30-01	T	HLLS		MR	00			ML	N			Adrar	ADRARGUEYE	Adrar Guèye	Adrar Gueye	GUEYE ADRAR	Guèye, Adrar	Gueye, Adrar		2008-01-04	1,2,3,4,5,6,7,8,9	1			2008-01-04		
3	-1401237	10299626	22.6485	-6.6121	22:38:55N	6:36:44W	29QQF4539506580	NF29-08	T	DUNE		MR	00			ML	N			’Elb	ELBELHARECH	’Elb el Harech	'Elb el Harech	HARECH ELBEL	Harech, ’Elb el	Harech, 'Elb el		2008-01-29	1,2,3,4,5				2008-01-29		
3	-459053	-659950	22.786389	-6.879444	22:47:11N	6:52:46W	29QQF1769321434	NF29-08	T	PLN		MR	00			ML	N				AOUKAR	Aoukâr	Aoukar	AOUKAR	Aoukâr	Aoukar		2008-01-29	1,2,3,4,5,6,7,8,9				2005-07-11		
3	-464195	-666498	22.802778	-7.271944	22:48:10N	7:16:19W	29QPF7736922724	NF29-08	T	ERG		MR	00			ML	N			’Erg	ERGCHECH	’Erg Chech	'Erg Chech	CHECH ERG	Chech, ’Erg	Chech, 'Erg		2008-01-30	1,2,3,4,5,6,7,8,9				2008-01-30		
3	6331622	6543243	17.617778	4.246389	17:37:04N	4:14:47E	31QFV3223648334	NE31-11	T	MESA		ML,NG				ML,NG	N				INAOUAGHAS	I-n-Aouaghas	I-n-Aouaghas	INAOUAGHAS	I-n-Aouaghas	I-n-Aouaghas		2013-03-05	1,2,3,4	1			2013-03-05		
3	6331635	6543256	17.558889	4.243056	17:33:32N	4:14:35E	31QFV3192541816	NE31-11	T	DUNE		ML,NG				ML,NG	N				ELMAELAKH	Elmaelakh	Elmaelakh	ELMAELAKH	Elmaelakh	Elmaelakh		2013-03-05	1,2,3,4	1			2013-03-05		
3	10341316	10753851	14.582701	-1.557044	14:34:58N	1:33:25W	30PXB5544012665	ND30-07	T	TAL		ML,UV				ML,UV	N				LAGAKOUNDIRI	Laga Koundiri	Laga Koundiri	LAGAKOUNDIRI	Laga Koundiri	Laga Koundiri		2012-11-13	1,2,3,4	1			2012-11-14		
3	-3174528	-4483464	26	13	26:00:00N	13:00:00E	33RTJ9981977216	NG33-05	T	DSRT		AG,CD,EG,LY,ML,MR,WI					V				DESERTODISAHARA	Deserto di Sahara	Deserto di Sahara	SAHARA DESERTODI	Sahara, Deserto di	Sahara, Deserto di		2011-04-07	1,2,3,4,5				1993-09-01		
3	-3174528	-4469992	26	13	26:00:00N	13:00:00E	33RTJ9981977216	NG33-05	T	DSRT		AG,CD,EG,LY,ML,MR,WI					V				GREATDESERT	Great Desert	Great Desert	GREATDESERT	Great Desert	Great Desert		2011-04-07	1,2,3,4,5				1993-09-01		
3	-3174528	-4483499	26	13	26:00:00N	13:00:00E	33RTJ9981977216	NG33-05	T	DSRT		AG,CD,EG,LY,ML,MR,WI					V				SAHRA	Sahra	Sahra	SAHRA	Sahra	Sahra		2011-04-07	1,2,3,4,5				1993-09-01		
3	-3174528	-4483465	26	13	26:00:00N	13:00:00E	33RTJ9981977216	NG33-05	T	DSRT		AG,CD,EG,LY,ML,MR,WI					V				SAHARADESERT	Sahara Desert	Sahara Desert	SAHARADESERT	Sahara Desert	Sahara Desert		2011-04-07	1,2,3,4,5				1993-09-01		
3	10386604	10849167	15.035058	-.764533	15:02:06N	0:45:52W	30PYB4034363420	ND30-04	T	DUNE		ML,UV					N			Séno	SENOTANGABAGUEN	Séno Tangabaguen	Seno Tangabaguen	TANGABAGUEN SENO	Tangabaguen, Séno	Tangabaguen, Seno		2012-10-25	1,2,3,4	1			2008-11-21		
1	-1063923	10292473	20.772648	-4.43787	20:46:22N	4:26:16W	30QUH5032797652	NF30-14	T	ERG		ML	08				N			’Erg	ERGACHAYEF	’Erg Achâyef	'Erg Achayef	ACHAYEF ERG	Achâyef, ’Erg	Achayef, 'Erg		2009-04-07	1,2,3,4,5,6,7	1			2008-01-16		
1	-1063923	-1579614	20.772648	-4.43787	20:46:22N	4:26:16W	30QUH5032797652	NF30-14	T	ERG		ML	08				V				ERGACHAIF	Erg Achaïf	Erg Achaif	ACHAIF ERG	Achaïf, Erg	Achaif, Erg		2009-04-07	1,2,3,4,5,6,7				2008-01-16		
3	-1063923	-1579638	20.772648	-4.43787	20:46:22N	4:26:16W	30QUH5032797652	NF30-14	T	ERG		ML	08				V				ERGACHOUIF	Erg Achouif	Erg Achouif	ACHOUIF ERG	Achouif, Erg	Achouif, Erg		2009-04-07	1,2,3,4,5,6,7				1993-09-01		
1	-1069278	-1587315	20.599236	-4.185176	20:35:57N	4:11:07W	30QUH7649478244	NF30-14	T	ERG		ML	08				N			’Erg	ERGJMEYA	’Erg Jmeya’	'Erg Jmeya'	JMEYA ERG	Jmeya’, ’Erg	Jmeya', 'Erg		2009-04-28	1,2,3,4,5,6,7	1			2008-01-16		
3	-1069278	-1587316	20.599236	-4.185176	20:35:57N	4:11:07W	30QUH7649478244	NF30-14	T	ERG		ML	08				V				DUNEROCHEUSEDEJMEYHAA	Dune Rocheuse de Jmeyhaa	Dune Rocheuse de Jmeyhaa	JMEYHAA DUNEROCHEUSEDE	Jmeyhaa, Dune Rocheuse de	Jmeyhaa, Dune Rocheuse de		2009-04-28	1,2,3,4,5,6,7				1993-09-01		
1	-1064455	-1580456	20.856853	-4.516303	20:51:25N	4:30:59W	30QUJ4224907049	NF30-13	T	ERG		ML	08				N			’Erg	ERGATOUILA	’Erg Atouila	'Erg Atouila	ATOUILA ERG	Atouila, ’Erg	Atouila, 'Erg		2009-04-27	1,2,3,4,5,6,7,8,9	1			2008-01-16		
1	-1064455	-1580464	20.856853	-4.516303	20:51:25N	4:30:59W	30QUJ4224907049	NF30-13	T	ERG		ML	08				V				ERGATWILA	Erg Atwila	Erg Atwila	ATWILA ERG	Atwila, Erg	Atwila, Erg		2009-04-27	1,2,3,4,5,6,7,8,9				2008-01-16		
1	-1064455	10292469	20.856853	-4.516303	20:51:25N	4:30:59W	30QUJ4224907049	NF30-13	T	ERG		ML	08				V				ATOUILA	Atouila	Atouila	ATOUILA	Atouila	Atouila		2009-04-27	1,2,3,4,5,6,7,8,9				2008-01-16		
1	-1064455	10292470	20.856853	-4.516303	20:51:25N	4:30:59W	30QUJ4224907049	NF30-13	T	ERG		ML	08				V				ERIGATATOUILA	Erigat Atouila	Erigat Atouila	ATOUILA ERIGAT	Atouila, Erigat	Atouila, Erigat		2009-04-27	1,2,3,4,5,6,7,8,9				2008-01-16		
1	-1064455	13927901	20.856853	-4.516303	20:51:25N	4:30:59W	30QUJ4224907049	NF30-13	T	ERG		ML	08				V				ERGETTOUILA	Erg et Touila	Erg et Touila	TOUILA ERGET	Touila, Erg et	Touila, Erg et		2009-04-27	1,2,3,4,5,6,7,8,9				2012-09-17		
1	10082280	10292454	20.304622	-4.267972	20:18:17N	4:16:05W	30QUH6761245700	NF30-14	T	HLLS		ML	08				N			Goûr	GOUROULADAHMED	Goûr Oulad Ahmed	Gour Oulad Ahmed	OULADAHMED GOUR	Oulad Ahmed, Goûr	Oulad Ahmed, Gour		2009-04-07	1,2,3,4,5,6,7	1			2008-01-16		
1	10082280	10292476	20.304622	-4.267972	20:18:17N	4:16:05W	30QUH6761245700	NF30-14	T	HLLS		ML	08				V				GOURSOULADAHMED	Gours Oulad Ahmed	Gours Oulad Ahmed	OULADAHMED GOURS	Oulad Ahmed, Gours	Oulad Ahmed, Gours		2009-04-07	1,2,3,4,5,6,7				2008-01-16		
1	10082281	10292455	20.122255	-4.443632	20:07:20N	4:26:37W	30QUH4909325664	NF30-14	T	ERG		ML	08				N			’Erg	ERGLAHMA	’Erg Lahma	'Erg Lahma	LAHMA ERG	Lahma, ’Erg	Lahma, 'Erg		2009-04-07	1,2,3,4,5,6,7	1			2008-01-16		
1	6339425	6554944	20.395196	-4.285853	20:23:43N	4:17:09W	30QUH6582355739	NF30-14	T	ERG		ML	08				N			’Erg	ERGNBEYTELALI	’Erg Nbeyt el Ali	'Erg Nbeyt el Ali	NBEYTELALI ERG	Nbeyt el Ali, ’Erg	Nbeyt el Ali, 'Erg		2009-04-07	1,2,3,4,5,6,7	1			2008-01-16		
1	6339425	10292483	20.395196	-4.285853	20:23:43N	4:17:09W	30QUH6582355739	NF30-14	T	ERG		ML	08				V				ERGABIDELALI	Erg Abid el Ali	Erg Abid el Ali	ABIDELALI ERG	Abid el Ali, Erg	Abid el Ali, Erg		2009-04-07	1,2,3,4,5,6,7				2008-01-16		
1	-1064054	10292471	20.940211	-4.609879	20:56:25N	4:36:36W	30QUJ3260416371	NF30-13	T	ERG		ML	08				N			’Erg	ERGAGOUALIL	’Erg Agoualîl	'Erg Agoualil	AGOUALIL ERG	Agoualîl, ’Erg	Agoualil, 'Erg		2009-04-07	1,2,3,4,5,6,7	1			2008-01-16		
1	-1064054	10292472	20.940211	-4.609879	20:56:25N	4:36:36W	30QUJ3260416371	NF30-13	T	ERG		ML	08				V				AGUELILL	Aguelill	Aguelill	AGUELILL	Aguelill	Aguelill		2009-04-07	1,2,3,4,5,6,7				2008-01-16		
1	-1064054	-1579774	20.940211	-4.609879	20:56:25N	4:36:36W	30QUJ3260416371	NF30-13	T	ERG		ML	08				V				ERGAGLIL	Erg Aglil	Erg Aglil	AGLIL ERG	Aglil, Erg	Aglil, Erg		2009-04-07	1,2,3,4,5,6,7				2008-01-16		
1	-1064054	-1579806	20.940211	-4.609879	20:56:25N	4:36:36W	30QUJ3260416371	NF30-13	T	ERG		ML	08				V				ERGAGUELIL	Erg Aguelil	Erg Aguelil	AGUELIL ERG	Aguelil, Erg	Aguelil, Erg		2009-04-07	1,2,3,4,5,6,7				2008-01-16		
3	-1064054	-1579808	20.940211	-4.609879	20:56:25N	4:36:36W	30QUJ3260416371	NF30-13	T	ERG		ML	08				V				ERGAGUELLIL	Erg Aguellil	Erg Aguellil	AGUELLIL ERG	Aguellil, Erg	Aguellil, Erg		2009-04-07	1,2,3,4,5,6,7				1993-09-01		
3	-1064054	-1579807	20.940211	-4.609879	20:56:25N	4:36:36W	30QUJ3260416371	NF30-13	T	ERG		ML	08				V				ERGAGUELILL	Erg Aguelill	Erg Aguelill	AGUELILL ERG	Aguelill, Erg	Aguelill, Erg		2009-04-07	1,2,3,4,5,6,7				1993-09-01		
1	6334656	10281941	23.0851	-2.0126	23:05:06N	2:00:45W	30QXL0113053282	NF30-03	T	ERG		ML	00			AG	N				ELKRENACHICH	EL Krenachich	EL Krenachich	ELKRENACHICH	EL Krenachich	EL Krenachich		2008-01-04	1,2,3,4,5,6,7,8,9	1			2008-01-04		
3	6334656	14119683	23.0851	-2.0126	23:05:06N	2:00:45W	30QXL0113053282	NF30-03	T	ERG		ML	00				V				ELKHNACHICH	El Khnâchîch	El Khnachich	ELKHNACHICH	El Khnâchîch	El Khnachich		2008-01-04	1,2,3,4,5,6,7,8,9				2013-02-19		
1	-1398647	-2007227	21.4016	-5.5755	21:24:06N	5:34:32W	30QTJ3298768786	NF30-09	T	DUNE		ML	00			MR	N				AKLE	’Aklé	'Akle	AKLE	’Aklé	'Akle		2008-01-16	1,2,3,4,5,6,7	1			2008-01-16		
3	-1072882	-1592241	21.336157	-3.941632	21:20:10N	3:56:30W	30QVJ0235559644	NF30-10	T	HLL		ML	08				V				GARAELOBEICH	Gara el Obeïch	Gara el Obeich	OBEICH GARAEL	Obeïch, Gara el	Obeich, Gara el		2009-11-09	1,2,3,4,5				1993-09-01		
3	-1072882	-1592240	21.336157	-3.941632	21:20:10N	3:56:30W	30QVJ0235559644	NF30-10	T	HLL		ML	08				N	ara		Gara	GARAELOBECH	Gara el Obech	Gara el Obech	OBECH GARAEL	Obech, Gara el	Obech, Gara el		2009-11-09	1,2,3,4,5	1			1993-09-01		
1	-1069003	-1586812	16.902935	-2.066222	16:54:11N	2:03:58W	30QWD9944969053	NE30-15	T	DUNE		ML	08				V				INKAZAZENE	I-n-Kazazene	I-n-Kazazene	INKAZAZENE	I-n-Kazazene	I-n-Kazazene		2009-10-13	1,2,3,4,5				1993-09-01		
1	-1069003	-1586811	16.902935	-2.066222	16:54:11N	2:03:58W	30QWD9944969053	NE30-15	T	DUNE		ML	08				N				INKAZAZEN	I-n-Kazazèn	I-n-Kazazen	INKAZAZEN	I-n-Kazazèn	I-n-Kazazen		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1075715	-1586462	16.927924	-2.08587	16:55:41N	2:05:09W	30QWD9734471808	NE30-15	T	DUNE		ML	08				V				INADERDIOUF	In Aderdiouf	In Aderdiouf	INADERDIOUF	In Aderdiouf	In Aderdiouf		2009-10-13	1,2,3,4,5				1993-09-01		
1	-1075715	-1596369	16.927924	-2.08587	16:55:41N	2:05:09W	30QWD9734471808	NE30-15	T	DUNE		ML	08				N				TINADERDYOUF	Ti-n-Adèrdyouf	Ti-n-Aderdyouf	TINADERDYOUF	Ti-n-Adèrdyouf	Ti-n-Aderdyouf		2009-10-13	1,2,3,4,5	1			2009-10-13		
1	-1075715	-1596368	16.927924	-2.08587	16:55:41N	2:05:09W	30QWD9734471808	NE30-15	T	DUNE		ML	08				V				TINADERDIOUF	Ti-n-Aderdiouf	Ti-n-Aderdiouf	TINADERDIOUF	Ti-n-Aderdiouf	Ti-n-Aderdiouf		2009-10-13	1,2,3,4,5				1993-09-01		
1	-1075846	-1596566	16.386031	-2.113983	16:23:10N	2:06:50W	30QWD9461511843	NE30-15	T	DUNE		ML	08				N				TINECHAB	Ti-n-Echab	Ti-n-Echab	TINECHAB	Ti-n-Echab	Ti-n-Echab		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1075953	-1596750	16.366297	-2.589769	16:21:59N	2:35:23W	30QWD4381109498	NE30-15	T	DUNE		ML	08				V				TINMEZAZRINE	Ti-n-Mézazrine	Ti-n-Mezazrine	TINMEZAZRINE	Ti-n-Mézazrine	Ti-n-Mezazrine		2009-10-13	1,2,3,4,5				1993-09-01		
1	-1075953	-1596749	16.366297	-2.589769	16:21:59N	2:35:23W	30QWD4381109498	NE30-15	T	DUNE		ML	08				N				TINMEZAZRIN	Ti-n-Mézazrin	Ti-n-Mezazrin	TINMEZAZRIN	Ti-n-Mézazrin	Ti-n-Mezazrin		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1071579	-1590394	16.764896	-2.699967	16:45:54N	2:42:00W	30QWD3197653571	NE30-15	T	DUNE		ML	08				N			Alèb	ALEBMAOUN	Alèb Maoun	Aleb Maoun	MAOUN ALEB	Maoun, Alèb	Maoun, Aleb		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1075852	-1596573	16.339101	-2.089271	16:20:21N	2:05:21W	30QWD9727806663	NE30-15	T	DUNE		ML	08				N				TINEDAOUAL	Ti-n-Edaoual	Ti-n-Edaoual	TINEDAOUAL	Ti-n-Edaoual	Ti-n-Edaoual		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1075877	-1596611	16.501443	-2.248436	16:30:05N	2:14:54W	30QWD8020924553	NE30-15	T	DUNE		ML	08				N				TINENERIN	Ti-n-Enérin	Ti-n-Enerin	TINENERIN	Ti-n-Enérin	Ti-n-Enerin		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1075877	-1596612	16.501443	-2.248436	16:30:05N	2:14:54W	30QWD8020924553	NE30-15	T	DUNE		ML	08				V				TINENERINE	Ti-n-Enérine	Ti-n-Enerine	TINENERINE	Ti-n-Enérine	Ti-n-Enerine		2009-10-13	1,2,3,4,5				1993-09-01		
1	-1071049	-1589674	16.317953	-2.114147	16:19:05N	2:06:51W	30QWD9463104312	NE30-15	T	HLL		ML	08				N				KOUTOU	Koutou	Koutou	KOUTOU	Koutou	Koutou		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1075869	-1596600	16.981111	-2.135556	16:58:52N	2:08:08W	30QWD9202677668	NE30-15	T	DUNE		ML	08				V				TINELAKA	Tin Elaka	Tin Elaka	TINELAKA	Tin Elaka	Tin Elaka		2009-10-13	1,2,3,4,5				1993-09-01		
1	-1075869	-1596599	16.981111	-2.135556	16:58:52N	2:08:08W	30QWD9202677668	NE30-15	T	DUNE		ML	08				N				TINELAK	Ti-n-Elak	Ti-n-Elak	TINELAK	Ti-n-Elak	Ti-n-Elak		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	6331392	6542991	16.967216	-2.454241	16:58:02N	2:27:15W	30QWD5810376009	NE30-15	T	DUNE		ML	08				N			Alèb	ALEBINEZAKER	Alèb I-n-Ezaker	Aleb I-n-Ezaker	EZAKER ALEBIN	Ezaker, Alèb I-n-	Ezaker, Aleb I-n-		2009-10-13	1,2,3,4	1			1993-09-01		
1	6331393	6542992	16.929437	-2.450724	16:55:46N	2:27:03W	30QWD5848971831	NE30-15	T	DUNE		ML	08				N				INTIMALALIN	I-n-Timalalin	I-n-Timalalin	INTIMALALIN	I-n-Timalalin	I-n-Timalalin		2009-10-13	1,2,3,4	1			1993-09-01		
3	-1064012	-1579744	16.013537	-2.400897	16:00:49N	2:24:03W	30QWC6409670525	NE30-15	T	DUNE		ML	08				N				AGARARA	Agarara	Agarara	AGARARA	Agarara	Agarara		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1076085	-1596964	16.967056	-2.052168	16:58:01N	2:03:08W	30QXD0091276154	NE30-15	T	DUNE		ML	08				V				TINTITKOUTINE	Ti-n-Titkoutine	Ti-n-Titkoutine	TINTITKOUTINE	Ti-n-Titkoutine	Ti-n-Titkoutine		2009-10-13	1,2,3,4,5				1993-09-01		
