RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	-1073404	-1593051	16.358056	-.071111	16:21:29N	0:04:16W	30QZD1291810796	NE30-16	S	CMP		ML	09				N				SAINAME	Saïnamé	Sainame	SAINAME	Saïnamé	Sainame		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1074779	-1594899	16.043889	.724722	16:02:38N	0:43:29E	31QBT5656375127	NE31-13	S	CMP		ML	09				N				TABAKAT	Tabakat	Tabakat	TABAKAT	Tabakat	Tabakat		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1074779	-1586947	16.043889	.724722	16:02:38N	0:43:29E	31QBT5656375127	NE31-13	S	CMP		ML	09				V				INTABAKKAT	In Tabakkat	In Tabakkat	INTABAKKAT	In Tabakkat	In Tabakkat		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1075912	-1596677	16.638611	-.529167	16:38:19N	0:31:45W	30QYD6357141205	NE30-16	S	CMP		ML	09				N				TINGORNAY	Ti-n-Gornay	Ti-n-Gornay	TINGORNAY	Ti-n-Gornay	Ti-n-Gornay		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1075912	6406260	16.638611	-.529167	16:38:19N	0:31:45W	30QYD6357141205	NE30-16	S	CMP		ML	09				V				TINGOMAY	Tin Gomay	Tin Gomay	TINGOMAY	Tin Gomay	Tin Gomay		2006-05-24	1,2,3,4,5				1993-09-01		
3	-1075744	-1596406	16.754722	-1.693611	16:45:17N	1:41:37W	30QXD3924652879	NE30-15	S	CMP		ML	08				N				TINALADA	Ti-n-Alada	Ti-n-Alada	TINALADA	Ti-n-Alada	Ti-n-Alada		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1075743	-1596405	16.443333	-1.491111	16:26:36N	1:29:28W	30QXD6109318576	NE30-16	S	CMP		ML	08				N				TINALABE	Ti-n-Alabe	Ti-n-Alabe	TINALABE	Ti-n-Alabe	Ti-n-Alabe		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1075848	-1584204	16.613333	-1.1725	16:36:48N	1:10:21W	30QXD9494737670	NE30-16	S	CMP		ML	08				V				ECHERY	Echery	Echery	ECHERY	Echery	Echery		2006-05-23	1,2,3,4,5,6,7,8,9				1993-09-01		
3	-1075848	-1596568	16.613333	-1.1725	16:36:48N	1:10:21W	30QXD9494737670	NE30-16	S	CMP		ML	08				N				TINECHERI	Ti-n-Echeri	Ti-n-Echeri	TINECHERI	Ti-n-Echeri	Ti-n-Echeri		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1072747	-1592054	16.660278	-.039444	16:39:37N	0:02:22W	30QZD1581244315	NE30-16	S	CMP		ML	09				N				NREMINA	Nrémina	Nremina	NREMINA	Nrémina	Nremina		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1075700	-1596351	16.545278	-1.39	16:32:43N	1:23:24W	30QXD7180129940	NE30-16	S	CMP		ML	08				N				TINABADIE	Ti-n-Abadié	Ti-n-Abadie	TINABADIE	Ti-n-Abadié	Ti-n-Abadie		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1069553	-1587688	12.383333	-10.05	12:23:00N	10:03:00W	29PLP8585669167	ND29-14	S	RUIN		ML	00				N				KANBIA	Kanbia	Kanbia	KANBIA	Kanbia	Kanbia		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1069553	-1586030	12.383333	-10.05	12:23:00N	10:03:00W	29PLP8585669167	ND29-14	S	RUIN		ML	00				V				GUIMBAIA	Guimbaïa	Guimbaia	GUIMBAIA	Guimbaïa	Guimbaia		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1069553	-1586035	12.383333	-10.05	12:23:00N	10:03:00W	29PLP8585669167	ND29-14	S	RUIN		ML	00				V				GUIMBAYA	Guimbaya	Guimbaya	GUIMBAYA	Guimbaya	Guimbaya		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1069456	-1587566	16.828611	-.563056	16:49:43N	0:33:47W	30QYD5969662195	NE30-16	S	CMP		ML	09				N				KALTAKARANAT	Kalta Karanat	Kalta Karanat	KALTAKARANAT	Kalta Karanat	Kalta Karanat		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1075524	-1596052	16.848333	-.276667	16:50:54N	0:16:36W	30QYD9020464777	NE30-16	S	RUIN		ML	09				N				TIDIDIT	Tididit	Tididit	TIDIDIT	Tididit	Tididit		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1075950	-1586478	16.206667	.808889	16:12:24N	0:48:32E	31QBT6576493046	NE31-13	S	CMP		ML	09				V				INAHIL	In Ahil	In Ahil	INAHIL	In Ahil	In Ahil		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1075950	-1596744	16.206667	.808889	16:12:24N	0:48:32E	31QBT6576493046	NE31-13	S	CMP		ML	09				V				TINMEDRAN	Tin Médran	Tin Medran	TINMEDRAN	Tin Médran	Tin Medran		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1075950	-1596739	16.206667	.808889	16:12:24N	0:48:32E	31QBT6576493046	NE31-13	S	CMP		ML	09				V				TINMADRA	Tin Madra	Tin Madra	TINMADRA	Tin Madra	Tin Madra		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1075950	-1596746	16.206667	.808889	16:12:24N	0:48:32E	31QBT6576493046	NE31-13	S	CMP		ML	09				N				TINMEDRAN	Ti-n-Médran	Ti-n-Medran	TINMEDRAN	Ti-n-Médran	Ti-n-Medran		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1074950	-1595166	16.342778	.950556	16:20:34N	0:57:02E	31QBU8106507954	NE31-13	S	ANS		ML	09				N				TAKLATE	Tak Laté	Tak Late	TAKLATE	Tak Laté	Tak Late		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1075769	-1596442	16.296111	.503056	16:17:46N	0:30:11E	31QBU3317303322	NE31-13	S	CMP		ML	09				N				TINANOR	Ti-n-Anor	Ti-n-Anor	TINANOR	Ti-n-Anor	Ti-n-Anor		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1072871	-1585558	17.666667	-.182222	17:40:00N	0:10:56W	30QYE9895255540	NE30-12	S	CMP		ML	09				V				GNOUK	Gnouk	Gnouk	GNOUK	Gnouk	Gnouk		2007-04-10	1,2,3,4,5				2007-04-10		
3	-1072871	-1585557	17.666667	-.182222	17:40:00N	0:10:56W	30QYE9895255540	NE30-12	S	CMP		ML	09				V				AINGNOUF	Aïn Gnouf	Ain Gnouf	GNOUF AIN	Gnouf, Aïn	Gnouf, Ain		2007-04-10	1,2,3,4,5				2007-04-10		
3	-1072871	-1592220	17.666667	-.182222	17:40:00N	0:10:56W	30QYE9895255540	NE30-12	S	CMP		ML	09				N				NYOUK	Nyouk	Nyouk	NYOUK	Nyouk	Nyouk		2007-04-10	1,2,3,4,5	1			2007-04-10		
3	-1072793	-1591437	14.65	-6.8	14:39:00N	6:48:00W	29PQS3694820766	ND29-08	S	CMP		ML	00				V				NDONIKORO	Ndonikoro	Ndonikoro	NDONIKORO	Ndonikoro	Ndonikoro		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1072793	-1592123	14.65	-6.8	14:39:00N	6:48:00W	29PQS3694820766	ND29-08	S	CMP		ML	00				N				NTOMIKORO	Ntomikoro	Ntomikoro	NTOMIKORO	Ntomikoro	Ntomikoro		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1072793	-1591432	14.65	-6.8	14:39:00N	6:48:00W	29PQS3694820766	ND29-08	S	CMP		ML	00				V				NDOMIKORO	N’Domikoro	N'Domikoro	NDOMIKORO	N’Domikoro	N'Domikoro		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1068997	-1586801	16.390556	.578056	16:23:26N	0:34:41E	31QBU4131713681	NE31-13	S	CMP		ML	09				V				INKARDOUASSEN	In Kardouassen	In Kardouassen	INKARDOUASSEN	In Kardouassen	In Kardouassen		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1068997	-1586802	16.390556	.578056	16:23:26N	0:34:41E	31QBU4131713681	NE31-13	S	CMP		ML	09				N				INKARDOUASSEN	I-n-Kardouassen	I-n-Kardouassen	INKARDOUASSEN	I-n-Kardouassen	I-n-Kardouassen		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1068967	-1586747	16.743611	-.07	16:44:37N	0:04:12W	30QZD1241453495	NE30-16	S	CMP		ML	09				N				INGAGANE	I-n-Gagane	I-n-Gagane	INGAGANE	I-n-Gagane	I-n-Gagane		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1068967	-1586746	16.743611	-.07	16:44:37N	0:04:12W	30QZD1241453495	NE30-16	S	CMP		ML	09				V				INGAGAN	In Gagan	In Gagan	INGAGAN	In Gagan	In Gagan		2006-05-24	1,2,3,4,5				1993-09-01		
3	-1069202	-1587147	16.866667	-.9	16:52:00N	0:54:00W	30QYD2373065995	NE30-16	S	CMP		ML	09				V				INTOUDOUMAN	In Toudouman	In Toudouman	INTOUDOUMAN	In Toudouman	In Toudouman		2006-05-24	1,2,3,4,5				1993-09-01		
3	-1069202	-1587149	16.866667	-.9	16:52:00N	0:54:00W	30QYD2373065995	NE30-16	S	CMP		ML	09				N				INTOUDOUMANE	I-n-Toudoumane	I-n-Toudoumane	INTOUDOUMANE	I-n-Toudoumane	I-n-Toudoumane		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1067250	-1584188	16.254444	.853611	16:15:16N	0:51:13E	31QBT7060298284	NE31-13	S	CMP		ML	09				N				EBAK	Ebak	Ebak	EBAK	Ebak	Ebak		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1067250	-1584193	16.254444	.853611	16:15:16N	0:51:13E	31QBT7060298284	NE31-13	S	CMP		ML	09				V				EBBAK	Ebbak	Ebbak	EBBAK	Ebbak	Ebbak		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1067250	-1584192	16.254444	.853611	16:15:16N	0:51:13E	31QBT7060298284	NE31-13	S	CMP		ML	09				V				EBBACK	Ebback	Ebback	EBBACK	Ebback	Ebback		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1068273	-1585631	16.904167	-.404722	16:54:15N	0:24:17W	30QYD7646970775	NE30-16	S	CMP		ML	09				N				GORAGARBA	Gora Garba	Gora Garba	GORAGARBA	Gora Garba	Gora Garba		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1068831	-1586512	16.57	-1.373889	16:34:12N	1:22:26W	30QXD7349832690	NE30-16	S	CMP		ML	08				N				INALDADIE	I-n-Aldadié	I-n-Aldadie	INALDADIE	I-n-Aldadié	I-n-Aldadie		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1068875	-1586584	16.304444	-1.508611	16:18:16N	1:30:31W	30QXD5933703194	NE30-15	S	CMP		ML	08				N				INBIGTANE	I-n-Bigtane	I-n-Bigtane	INBIGTANE	I-n-Bigtane	I-n-Bigtane		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1068875	-1586583	16.304444	-1.508611	16:18:16N	1:30:31W	30QXD5933703194	NE30-15	S	CMP		ML	08				V				INBIGTAN	In Bigtan	In Bigtan	INBIGTAN	In Bigtan	In Bigtan		2006-05-23	1,2,3,4,5,6,7,8,9				1993-09-01		
3	-1067676	-1584799	14.8	-6.516667	14:48:00N	6:31:00W	29PQS6729737686	ND29-08	S	CMP		ML	00				N				FARAKO	Farako	Farako	FARAKO	Farako	Farako		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1069146	-1586962	18.6	1.333333	18:36:00N	1:20:00E	31QCA2414957385	NE31-05	S	CMP		ML	10				V				INTADEINI	In Tadeïni	In Tadeini	INTADEINI	In Tadeïni	In Tadeini		2006-06-02	1,2,3,4,5				1993-09-01		
3	-1069146	-1587060	18.6	1.333333	18:36:00N	1:20:00E	31QCA2414957385	NE31-05	S	CMP		ML	10				V				INTEDEIN	In Tedein	In Tedein	INTEDEIN	In Tedein	In Tedein		2006-06-02	1,2,3,4,5				1993-09-01		
3	-1069146	-1587059	18.6	1.333333	18:36:00N	1:20:00E	31QCA2414957385	NE31-05	S	CMP		ML	10				V				INTEDAINI	In Tedaïni	In Tedaini	INTEDAINI	In Tedaïni	In Tedaini		2006-06-02	1,2,3,4,5				1993-09-01		
3	-1069146	-1587061	18.6	1.333333	18:36:00N	1:20:00E	31QCA2414957385	NE31-05	S	CMP		ML	10				N				INTEDEINE	I-n-Tedeïné	I-n-Tedeine	INTEDEINE	I-n-Tedeïné	I-n-Tedeine		2006-06-02	1,2,3,4,5	1			1993-09-01		
3	-1076077	-1596952	18.625278	2.064444	18:37:31N	2:03:52E	31QDA0131159623	NE31-06	S	CMP		ML	10				V				TINTIGUINOUTIN	Tin-Tiguinoutin	Tin-Tiguinoutin	TINTIGUINOUTIN	Tin-Tiguinoutin	Tin-Tiguinoutin		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1076077	-1596953	18.625278	2.064444	18:37:31N	2:03:52E	31QDA0131159623	NE31-06	S	CMP		ML	10				N				TINTIGUINOUTINE	Ti-n-Tiguinoutine	Ti-n-Tiguinoutine	TINTIGUINOUTINE	Ti-n-Tiguinoutine	Ti-n-Tiguinoutine		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1067328	-1584324	16.861111	-.154444	16:51:40N	0:09:16W	30QZD0321766376	NE30-16	S	CMP		ML	09				V				ELKAIDIKORHE	El Kaïdikorhé	El Kaidikorhe	ELKAIDIKORHE	El Kaïdikorhé	El Kaidikorhe		2006-05-24	1,2,3,4,5				1993-09-01		
3	-1067328	-1584325	16.861111	-.154444	16:51:40N	0:09:16W	30QZD0321766376	NE30-16	S	CMP		ML	09				N				ELKAYDIKORHE	El Kaydikorhé	El Kaydikorhe	ELKAYDIKORHE	El Kaydikorhé	El Kaydikorhe		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1068699	-1586253	16.7675	-.463056	16:46:03N	0:27:47W	30QYD7044555563	NE30-16	S	CMP		ML	09				N				IBORAM	Iboram	Iboram	IBORAM	Iboram	Iboram		2006-05-24	1,2,3,4,5	1			1993-09-01		
3	-1067425	-1594723	18.766667	1.183333	18:46:00N	1:11:00E	31QCA0850575987	NE31-05	S	CMP		ML	10				V				SOUK	Souk	Souk	SOUK	Souk	Souk		2006-06-02	1,2,3,4,5				1993-09-01		
3	-1067425	-1584484	18.766667	1.183333	18:46:00N	1:11:00E	31QCA0850575987	NE31-05	S	CMP		ML	10				N				ESSOUK	Essoûk	Essouk	ESSOUK	Essoûk	Essouk		2006-06-02	1,2,3,4,5	1			1993-09-01		
3	-1067749	-1584891	16.295	.365	16:17:42N	0:21:54E	31QBU1841003385	NE31-13	S	CMP		ML	09				N				FAROTIA	Farotia	Farotia	FAROTIA	Farotia	Farotia		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	6312255	6405924	16.259722	-1.892778	16:15:35N	1:53:34W	30QXC1831597985	NE30-15	S	CMP		ML	08				N				TINKATILA	Ti-n-Katila	Ti-n-Katila	TINKATILA	Ti-n-Katila	Ti-n-Katila		2006-05-23	1,2,3	1			1993-09-01		
3	6313653	6407732	16.295556	.021389	16:17:44N	0:01:17E	31QAU8166503952	NE31-13	S	CMTY		ML	09				N				TOMBEAUDESDIA	Tombeau des Dia	Tombeau des Dia	TOMBEAUDESDIA	Tombeau des Dia	Tombeau des Dia		2006-06-08	1,2,3,4	1			1993-09-01		
3	-1068848	-1586539	16.754444	-1.973889	16:45:16N	1:58:26W	30QXD0936952673	NE30-15	S	CMP		ML	08				N				INARALIF	I-n-Aralif	I-n-Aralif	INARALIF	I-n-Aralif	I-n-Aralif		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	6312479	6406151	16.445	-.968056	16:26:42N	0:58:05W	30QYD1695219249	NE30-16	S	CMP		ML	09				N				ACHACHOUD	Achachoud	Achachoud	ACHACHOUD	Achachoud	Achachoud		2006-05-24	1,2,3,4	1			1993-09-01		
3	-1076053	-1596916	16.823889	-1.670556	16:49:26N	1:40:14W	30QXD4165260549	NE30-15	S	CMP		ML	08				N				TINTECHAK	Ti-n-Téchak	Ti-n-Techak	TINTECHAK	Ti-n-Téchak	Ti-n-Techak		2006-05-23	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1064001	-1579731	16.286667	.563889	16:17:12N	0:33:50E	31QBU3966502198	NE31-13	S	CMP		ML	09				N				AFRORA	Afrora	Afrora	AFRORA	Afrora	Afrora		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	6378159	6607710	20.253611	.988889	20:15:13N	0:59:20E	31QBC8993340823	NF31-13	S	CMP		ML	10				N				TESSALIT	Tessalit	Tessalit	TESSALIT	Tessalit	Tessalit		2007-02-01	1,2,3,4	1			1993-09-01		
