RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	10211108	10523159	15.389721	-7.191146	15:23:23N	7:11:28W	29PPT9413702245	ND29-04	P	PPL		ML	07			ML	N				DEBAYTILA	Debay Tila	Debay Tila	DEBAYTILA	Debay Tila	Debay Tila		2008-06-20	1,2,3,4	1			2008-06-20		
1	-1070924	-1589524	15.3429	2.8679	15:20:34N	2:52:04E	31PDS8582196257	ND31-02	P	PPL		ML	00			ML	N				KOURA	Koura	Koura	KOURA	Koura	Koura		2007-11-29	1,2,3,4,5				2007-11-29		
3	-1076613	9048311	12.344184	-7.4086	12:20:39N	7:24:31W	29PPP7303665127	ND29-16	P	PPLQ		ML	07			ML	N				OUAGADIA	Ouagadia	Ouagadia	OUAGADIA	Ouagadia	Ouagadia		2008-11-07	1,2,3,4,5	1			2001-09-27		
1	-1076721	-1597849	13.293	-6.0044	13:17:35N	6:00:16W	29PRQ2459571490	ND29-12	P	PPL		ML	05				V				WINDIA	Windia	Windia	WINDIA	Windia	Windia		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1076721	10842867	13.293	-6.0044	13:17:35N	6:00:16W	29PRQ2459571490	ND29-12	P	PPL		ML	05				N				OUENDIA	Ouendia	Ouendia	OUENDIA	Ouendia	Ouendia		2008-11-18	1,2,3,4,5	1			2008-11-18		
3	-1076721	-1592492	13.293	-6.0044	13:17:35N	6:00:16W	29PRQ2459571490	ND29-12	P	PPL		ML	05				V				OUINNDIA	Ouinndia	Ouinndia	OUINNDIA	Ouinndia	Ouinndia		2008-11-18	1,2,3,4,5				1993-09-01		
3	-1076721	-1592490	13.293	-6.0044	13:17:35N	6:00:16W	29PRQ2459571490	ND29-12	P	PPL		ML	05				V				OUINDIA	Ouindia	Ouindia	OUINDIA	Ouindia	Ouindia		2008-11-18	1,2,3,4,5				1993-09-01		
3	-1076721	-1592485	13.293	-6.0044	13:17:35N	6:00:16W	29PRQ2459571490	ND29-12	P	PPL		ML	05				V				OUIANAIA	Ouïanaïa	Ouianaia	OUIANAIA	Ouïanaïa	Ouianaia		2008-11-18	1,2,3,4,5				1993-09-01		
1	-1071576	-1590386	14.7533	-8.105	14:45:12N	8:06:18W	29PNS9633231232	ND29-07	P	PPL		ML	07				V				MANYAMBOUGOU	Manyambougou	Manyambougou	MANYAMBOUGOU	Manyambougou	Manyambougou		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1071576	-1590387	14.7533	-8.105	14:45:12N	8:06:18W	29PNS9633231232	ND29-07	P	PPL		ML	07				N				MANYANBOUGOU	Manyanbougou	Manyanbougou	MANYANBOUGOU	Manyanbougou	Manyanbougou		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1064316	-1580212	14.8725	-8.3886	14:52:21N	8:23:19W	29PNS6577044314	ND29-07	P	PPL		ML	07				V				AOUEINA	’Aoueïna	'Aoueina	AOUEINA	’Aoueïna	'Aoueina		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1064316	-1580468	14.8725	-8.3886	14:52:21N	8:23:19W	29PNS6577044314	ND29-07	P	PPL		ML	07				N				AWEYNA	Aweyna	Aweyna	AWEYNA	Aweyna	Aweyna		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1071689	-1590543	14.55	-8.5892	14:33:00N	8:35:21W	29PNS4425508595	ND29-07	P	PPL		ML	03				V				MASSALA	Massala	Massala	MASSALA	Massala	Massala		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1071689	-1590512	14.55	-8.5892	14:33:00N	8:35:21W	29PNS4425508595	ND29-07	P	PPL		ML	03				N				MASALA	Masala	Masala	MASALA	Masala	Masala		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1071676	-1590530	14.5019	-8.9683	14:30:07N	8:58:06W	29PNS0341603235	ND29-07	P	PPL		ML	03				V				MASSAKOBOUGOU	Massakobougou	Massakobougou	MASSAKOBOUGOU	Massakobougou	Massakobougou		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1071676	-1590505	14.5019	-8.9683	14:30:07N	8:58:06W	29PNS0341603235	ND29-07	P	PPL		ML	03				N				MASAKOBOUGOU	Masakobougou	Masakobougou	MASAKOBOUGOU	Masakobougou	Masakobougou		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1076302	-1597293	14.4916	-8.533	14:29:30N	8:31:59W	29PNS5032302147	ND29-07	P	PPL		ML	03				V				TONKASSIMI	Tonkassimi	Tonkassimi	TONKASSIMI	Tonkassimi	Tonkassimi		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1076302	-1597292	14.4916	-8.533	14:29:30N	8:31:59W	29PNS5032302147	ND29-07	P	PPL		ML	03				N				TONKASIMI	Tonkasimi	Tonkasimi	TONKASIMI	Tonkasimi	Tonkasimi		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1073298	-1592897	14.947115	-8.622557	14:56:50N	8:37:21W	29PNS4058852511	ND29-07	P	PPL		ML	03				V				ROUISELFIL	Rouis el Fîl	Rouis el Fil	ROUISELFIL	Rouis el Fîl	Rouis el Fil		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1073298	-1592908	14.947115	-8.622557	14:56:50N	8:37:21W	29PNS4058852511	ND29-07	P	PPL		ML	03				N				RWISELFIL	Rwis el Fil	Rwis el Fil	RWISELFIL	Rwis el Fil	Rwis el Fil		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1076713	-1597836	14.681147	-8.154301	14:40:52N	8:09:15W	29PNS9105523230	ND29-07	P	PPL		ML	07				V				WESSEBOUGOU	Wéssébougou	Wessebougou	WESSEBOUGOU	Wéssébougou	Wessebougou		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1076713	-1597834	14.681147	-8.154301	14:40:52N	8:09:15W	29PNS9105523230	ND29-07	P	PPL		ML	07				N				WESEBOUGOU	Wésébougou	Wesebougou	WESEBOUGOU	Wésébougou	Wesebougou		2008-11-18	1,2,3,4,5	1			2008-11-18		
3	-1076713	-1592606	14.681147	-8.154301	14:40:52N	8:09:15W	29PNS9105523230	ND29-07	P	PPL		ML	07				V				OUOSSEBOUGOU	Ouossébougou	Ouossebougou	OUOSSEBOUGOU	Ouossébougou	Ouossebougou		2008-11-18	1,2,3,4,5				1993-09-01		
3	-1076713	-1592605	14.681147	-8.154301	14:40:52N	8:09:15W	29PNS9105523230	ND29-07	P	PPL		ML	07				V				OUOSSEBOUBOUBAMBARA	Ouosséboubou-Bambara	Ouosseboubou-Bambara	OUOSSEBOUBOUBAMBARA	Ouosséboubou-Bambara	Ouosseboubou-Bambara		2008-11-18	1,2,3,4,5				1993-09-01		
1	-1072990	-1592421	14.4677	-8.2216	14:28:04N	8:13:18W	29PNR8389099595	ND29-07	P	PPL		ML	03				V				OUATRI	Ouatri	Ouatri	OUATRI	Ouatri	Ouatri		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1072990	-1597796	14.4677	-8.2216	14:28:04N	8:13:18W	29PNR8389099595	ND29-07	P	PPL		ML	03				N				WATRI	Watri	Watri	WATRI	Watri	Watri		2008-11-18	1,2,3,4,5	1			2008-11-18		
3	-1072990	-1592420	14.4677	-8.2216	14:28:04N	8:13:18W	29PNR8389099595	ND29-07	P	PPL		ML	03				V				OUATOI	Ouatoï	Ouatoi	OUATOI	Ouatoï	Ouatoi		2008-11-18	1,2,3,4,5				1993-09-01		
3	-1072990	-1592418	14.4677	-8.2216	14:28:04N	8:13:18W	29PNR8389099595	ND29-07	P	PPL		ML	03				V				OUATE	Ouaté	Ouate	OUATE	Ouaté	Ouate		2008-11-18	1,2,3,4,5				1993-09-01		
1	-1071882	-1590822	14.53	-8.3435	14:31:48N	8:20:37W	29PNS7073206445	ND29-07	P	PPL		ML	03				V				MISSIRA	Missira	Missira	MISSIRA	Missira	Missira		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1071882	-1590801	14.53	-8.3435	14:31:48N	8:20:37W	29PNS7073206445	ND29-07	P	PPL		ML	03				N				MISIRA	Misira	Misira	MISIRA	Misira	Misira		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1071062	-1589689	14.355424	-8.250767	14:21:20N	8:15:03W	29PNR8078687166	ND29-07	P	PPL		ML	03				V				KOYENTIYA	Koyentiya	Koyentiya	KOYENTIYA	Koyentiya	Koyentiya		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1071062	-1589690	14.355424	-8.250767	14:21:20N	8:15:03W	29PNR8078687166	ND29-07	P	PPL		ML	03				N				KOYENTYIA	Koyentyia	Koyentyia	KOYENTYIA	Koyentyia	Koyentyia		2008-11-18	1,2,3,4,5	1			2008-11-18		
1	-1064137	-1579940	14.924003	-8.022999	14:55:26N	8:01:23W	29PPS0507650151	ND29-07	P	PPL		ML	07				V				ALASSO	Alasso	Alasso	ALASSO	Alasso	Alasso		2008-11-18	1,2,3,4,5				2008-11-18		
1	-1064137	-1579938	14.924003	-8.022999	14:55:26N	8:01:23W	29PPS0507650151	ND29-07	P	PPL		ML	07				N				ALASO	Alaso	Alaso	ALASO	Alaso	Alaso		2008-11-18	1,2,3,4,5	1			2008-11-18		
3	-1064137	-1579937	14.924003	-8.022999	14:55:26N	8:01:23W	29PPS0507650151	ND29-07	P	PPL		ML	07				V				ALASIO	Alasio	Alasio	ALASIO	Alasio	Alasio		2008-11-18	1,2,3,4,5				1993-09-01		
1	-1068392	-1585783	16.851592	-2.09	16:51:06N	2:05:24W	30QWD9694363361	NE30-15	P	PPL	4	ML	08				N				GOUNDAMAGUINDE	Goundama Guindé	Goundama Guinde	GOUNDAMAGUINDE	Goundama Guindé	Goundama Guinde		2009-10-13	1,2,3,4,5	1			1993-09-01		
1	-1068392	-1585784	16.851592	-2.09	16:51:06N	2:05:24W	30QWD9694363361	NE30-15	P	PPL	4	ML	08				V				GOUNDAMAGUINDI	Goundama-Guindi	Goundama-Guindi	GOUNDAMAGUINDI	Goundama-Guindi	Goundama-Guindi		2009-10-13	1,2,3,4,5				1993-09-01		
1	-1067373	-1584400	16.667898	-2.828259	16:40:04N	2:49:42W	30QWD1831342825	NE30-15	P	PPL	4	ML	08				N				EOUA	Eoua	Eoua	EOUA	Eoua	Eoua		2009-10-13	1,2,3,4,5	1			1993-09-01		
